id,tournament_id,type,name,season_id,season_name,league_id,league_name,league_hash_image,competitors
81491,11398,total,Premier League,18332,Premier League 2016,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 1, 'points': 3, 'matches': 9, 'team_id': 1830, 'position': 9, 'team_name': 'Chisnall D.', 'scores_for': 41, 'scores_against': 55, 'team_hash_image': '38405eac2acf114948b84597cacb98687148240b3c91b3336ab9a1e774c32cd7'}, {'wins': 1, 'points': 3, 'matches': 9, 'team_id': 2093, 'position': 10, 'team_name': 'Smith M.', 'scores_for': 34, 'scores_against': 60, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}, {'wins': 2, 'points': 6, 'matches': 16, 'team_id': 2618, 'position': 8, 'team_name': 'Thornton R.', 'scores_for': 60, 'scores_against': 103, 'team_hash_image': '03ca19b3eff8187e5b222bff4e0ae77751cb8bbaa0142dbe90b283a610cd6a6a'}, {'wins': 5, 'points': 12, 'matches': 16, 'team_id': 47455, 'position': 7, 'team_name': 'van Barneveld R.', 'scores_for': 86, 'scores_against': 94, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 6, 'points': 17, 'matches': 16, 'team_id': 2154, 'position': 5, 'team_name': 'Wright P.', 'scores_for': 86, 'scores_against': 86, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 7, 'points': 16, 'matches': 16, 'team_id': 47448, 'position': 6, 'team_name': 'Wade J.', 'scores_for': 82, 'scores_against': 89, 'team_hash_image': '8405cdc2cc83067a1165e3cb65baed4e3b543f5dca9fd88d85a2b188b031b3d5'}, {'wins': 8, 'points': 20, 'matches': 16, 'team_id': 2032, 'position': 3, 'team_name': 'Anderson G.', 'scores_for': 92, 'scores_against': 81, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 9, 'points': 19, 'matches': 16, 'team_id': 47470, 'position': 4, 'team_name': 'Lewis A.', 'scores_for': 89, 'scores_against': 79, 'team_hash_image': '40764b0d8431f697fe9bebf5168ca2f98a3587d2448156eb633df20ba65d14b5'}, {'wins': 11, 'points': 24, 'matches': 16, 'team_id': 2042, 'position': 2, 'team_name': 'Taylor P.', 'scores_for': 100, 'scores_against': 65, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}, {'wins': 11, 'points': 26, 'matches': 16, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 105, 'scores_against': 63, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81494,11409,total,Group A,15119,Grand Slam of Darts 2020,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47458, 'position': 3, 'team_name': 'Cullen J.', 'scores_for': 10, 'scores_against': 14, 'team_hash_image': '543eccfaa8c2e3d0b3528cbd45ee5596c9bbe42f3f14499a6f8e89cb8c6e59d7'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47471, 'position': 2, 'team_name': 'Hunt A.', 'scores_for': 9, 'scores_against': 12, 'team_hash_image': '28251852cfeeffa475e341e1aae44605a2c9a4258a48fff74a463e9b1c379d75'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47482, 'position': 4, 'team_name': 'Clemens G.', 'scores_for': 8, 'scores_against': 12, 'team_hash_image': 'aeb795cf83a873f0854dd8d084752b514093c2cbd2fcc3ed560193d208bd178b'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 15, 'scores_against': 4, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81495,11404,total,Premier League,15613,Premier League 2020,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 1, 'points': 5, 'matches': 9, 'team_id': 1997, 'position': 9, 'team_name': 'Cross R.', 'scores_for': 44, 'scores_against': 58, 'team_hash_image': '0ee0e38aa04003eee9fcb0ca14eab6218403833a52051e6da44f17788fddc0d9'}, {'wins': 4, 'points': 11, 'matches': 16, 'team_id': 47438, 'position': 8, 'team_name': 'Gurney D.', 'scores_for': 86, 'scores_against': 101, 'team_hash_image': '18d642241d01cd1496eac2989362a2d35019d003b1c203bdf96ae377a2384630'}, {'wins': 5, 'points': 13, 'matches': 16, 'team_id': 2093, 'position': 7, 'team_name': 'Smith M.', 'scores_for': 89, 'scores_against': 96, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}, {'wins': 6, 'points': 17, 'matches': 16, 'team_id': 2349, 'position': 5, 'team_name': 'Price G.', 'scores_for': 99, 'scores_against': 84, 'team_hash_image': '07971bdf5d7de2414e532a0ae232a176b9971c7f8ffdd8c4ad0f38d097ca6643'}, {'wins': 8, 'points': 17, 'matches': 16, 'team_id': 1810, 'position': 6, 'team_name': 'Van Gerwen M.', 'scores_for': 89, 'scores_against': 93, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}, {'wins': 8, 'points': 19, 'matches': 16, 'team_id': 2032, 'position': 4, 'team_name': 'Anderson G.', 'scores_for': 98, 'scores_against': 92, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 8, 'points': 21, 'matches': 16, 'team_id': 1962, 'position': 1, 'team_name': 'Durrant G.', 'scores_for': 104, 'scores_against': 85, 'team_hash_image': 'bf35ef7ab47bb4ae2c3c9167d1d8cf773c3a7b50d9c05300c3857e918d79aba7'}, {'wins': 9, 'points': 19, 'matches': 16, 'team_id': 2503, 'position': 3, 'team_name': 'Aspinall N.', 'scores_for': 103, 'scores_against': 92, 'team_hash_image': '1d367b1fad0e1dd324ec1702bb03b3d339199e796563a075988207e26a4b928b'}, {'wins': 9, 'points': 20, 'matches': 16, 'team_id': 2154, 'position': 2, 'team_name': 'Wright P.', 'scores_for': 102, 'scores_against': 84, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}]"
81496,11412,total,"World Cup of Darts 2023, Group B",12150,World Cup of Darts 2023,4027,World Cup of Darts,8653388a7b545fbcfba78767bb2be010e3120a39f2fbfeeb500a533e87358bfe,"[{'wins': 0, 'draws': 0, 'losses': 2, 'points': 0, 'matches': 2, 'team_id': 47487, 'position': 3, 'team_name': 'Leung Ml / Lee Ly', 'team_hash_image': '275494be7c57986aa4208ef372490ffb0d71cfc0e1da087af716c1acc29bf57d'}, {'wins': 1, 'draws': 0, 'losses': 1, 'points': 2, 'matches': 2, 'team_id': 47481, 'position': 2, 'team_name': 'Matsuda J / Goto T', 'team_hash_image': '389523b716806ac94df73ea036019234286a8659de383290cc74e979e8408bd1'}, {'wins': 2, 'draws': 0, 'losses': 0, 'points': 4, 'matches': 2, 'team_id': 47472, 'position': 1, 'team_name': 'Clemens G / Schindler M', 'team_hash_image': 'c5f09a232e607a700469a6ab68c8f3b56b39794e004a61eda7ccee976404698f'}]"
81497,11413,total,Group A,15882,Grand Slam of Darts 2019,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47480, 'position': 4, 'team_name': 'Smith R.', 'scores_for': 5, 'scores_against': 15, 'team_hash_image': 'c0cc56442d168ef216e1ea4b139cb54869b909261c0c9f3683265169ebf331d8'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47475, 'position': 3, 'team_name': 'Williams J.', 'scores_for': 10, 'scores_against': 11, 'team_hash_image': 'f5434d0016f305315ad87663f6106a1a7fbc08311f68c524d06f1fc9f27ada1e'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47470, 'position': 2, 'team_name': 'Lewis A.', 'scores_for': 12, 'scores_against': 10, 'team_hash_image': '40764b0d8431f697fe9bebf5168ca2f98a3587d2448156eb633df20ba65d14b5'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 15, 'scores_against': 6, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81498,11404,home,Premier League,15613,Premier League 2020,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 1, 'points': 3, 'matches': 7, 'team_id': 47438, 'position': 1, 'team_name': 'Gurney D.', 'scores_for': 36, 'scores_against': 49, 'team_hash_image': '18d642241d01cd1496eac2989362a2d35019d003b1c203bdf96ae377a2384630'}, {'wins': 1, 'points': 4, 'matches': 4, 'team_id': 1997, 'position': 1, 'team_name': 'Cross R.', 'scores_for': 24, 'scores_against': 24, 'team_hash_image': '0ee0e38aa04003eee9fcb0ca14eab6218403833a52051e6da44f17788fddc0d9'}, {'wins': 2, 'points': 7, 'matches': 8, 'team_id': 2032, 'position': 1, 'team_name': 'Anderson G.', 'scores_for': 46, 'scores_against': 48, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 2, 'points': 7, 'matches': 8, 'team_id': 2349, 'position': 1, 'team_name': 'Price G.', 'scores_for': 48, 'scores_against': 45, 'team_hash_image': '07971bdf5d7de2414e532a0ae232a176b9971c7f8ffdd8c4ad0f38d097ca6643'}, {'wins': 3, 'points': 6, 'matches': 8, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 40, 'scores_against': 49, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}, {'wins': 3, 'points': 7, 'matches': 8, 'team_id': 2093, 'position': 1, 'team_name': 'Smith M.', 'scores_for': 45, 'scores_against': 46, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}, {'wins': 4, 'points': 8, 'matches': 8, 'team_id': 2503, 'position': 1, 'team_name': 'Aspinall N.', 'scores_for': 49, 'scores_against': 44, 'team_hash_image': '1d367b1fad0e1dd324ec1702bb03b3d339199e796563a075988207e26a4b928b'}, {'wins': 4, 'points': 11, 'matches': 9, 'team_id': 1962, 'position': 1, 'team_name': 'Durrant G.', 'scores_for': 61, 'scores_against': 50, 'team_hash_image': 'bf35ef7ab47bb4ae2c3c9167d1d8cf773c3a7b50d9c05300c3857e918d79aba7'}, {'wins': 6, 'points': 13, 'matches': 9, 'team_id': 2154, 'position': 1, 'team_name': 'Wright P.', 'scores_for': 62, 'scores_against': 43, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}]"
81499,11404,away,Premier League,15613,Premier League 2020,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 0, 'points': 1, 'matches': 5, 'team_id': 1997, 'position': 1, 'team_name': 'Cross R.', 'scores_for': 20, 'scores_against': 34, 'team_hash_image': '0ee0e38aa04003eee9fcb0ca14eab6218403833a52051e6da44f17788fddc0d9'}, {'wins': 2, 'points': 6, 'matches': 8, 'team_id': 2093, 'position': 1, 'team_name': 'Smith M.', 'scores_for': 44, 'scores_against': 50, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}, {'wins': 3, 'points': 7, 'matches': 7, 'team_id': 2154, 'position': 1, 'team_name': 'Wright P.', 'scores_for': 40, 'scores_against': 41, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 3, 'points': 8, 'matches': 9, 'team_id': 47438, 'position': 1, 'team_name': 'Gurney D.', 'scores_for': 50, 'scores_against': 52, 'team_hash_image': '18d642241d01cd1496eac2989362a2d35019d003b1c203bdf96ae377a2384630'}, {'wins': 4, 'points': 10, 'matches': 7, 'team_id': 1962, 'position': 1, 'team_name': 'Durrant G.', 'scores_for': 43, 'scores_against': 35, 'team_hash_image': 'bf35ef7ab47bb4ae2c3c9167d1d8cf773c3a7b50d9c05300c3857e918d79aba7'}, {'wins': 4, 'points': 10, 'matches': 8, 'team_id': 2349, 'position': 1, 'team_name': 'Price G.', 'scores_for': 51, 'scores_against': 39, 'team_hash_image': '07971bdf5d7de2414e532a0ae232a176b9971c7f8ffdd8c4ad0f38d097ca6643'}, {'wins': 5, 'points': 11, 'matches': 8, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 49, 'scores_against': 44, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}, {'wins': 5, 'points': 11, 'matches': 8, 'team_id': 2503, 'position': 1, 'team_name': 'Aspinall N.', 'scores_for': 54, 'scores_against': 48, 'team_hash_image': '1d367b1fad0e1dd324ec1702bb03b3d339199e796563a075988207e26a4b928b'}, {'wins': 6, 'points': 12, 'matches': 8, 'team_id': 2032, 'position': 1, 'team_name': 'Anderson G.', 'scores_for': 52, 'scores_against': 44, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}]"
81500,11415,total,"Grand Slam of Darts 2021, Group C",14085,Grand Slam of Darts 2021,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47479, 'position': 4, 'team_name': 'Krčmar B.', 'scores_for': 3, 'scores_against': 15, 'team_hash_image': '79fd92f53299adb552eb42abae8b1c736b3050092f8f9f8985860f88701dd255'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 1997, 'position': 2, 'team_name': 'Cross R.', 'scores_for': 12, 'scores_against': 8, 'team_hash_image': '0ee0e38aa04003eee9fcb0ca14eab6218403833a52051e6da44f17788fddc0d9'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47448, 'position': 1, 'team_name': 'Wade J.', 'scores_for': 14, 'scores_against': 9, 'team_hash_image': '8405cdc2cc83067a1165e3cb65baed4e3b543f5dca9fd88d85a2b188b031b3d5'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47475, 'position': 3, 'team_name': 'Williams J.', 'scores_for': 13, 'scores_against': 10, 'team_hash_image': 'f5434d0016f305315ad87663f6106a1a7fbc08311f68c524d06f1fc9f27ada1e'}]"
81501,11416,total,Group A,18748,Grand Slam of Darts 2014,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47500, 'position': 4, 'team_name': 'Webster D.', 'scores_for': 7, 'scores_against': 15, 'team_hash_image': '933f101591f7adc5482ccd5914d55837a9f151b454c919c4b3001a2589a5474f'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47491, 'position': 3, 'team_name': 'Dekker J.', 'scores_for': 7, 'scores_against': 12, 'team_hash_image': '7c41d8dc4693efcb693f047204f105bd203a86490edc38b460bdef1a85b9d728'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47477, 'position': 2, 'team_name': 'Huybrechts K.', 'scores_for': 12, 'scores_against': 8, 'team_hash_image': '78bda0376d83972744df3a8029007dd9f5b556536f46cb39eef59ac2a57cad2d'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 15, 'scores_against': 6, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81502,11398,home,Premier League,18332,Premier League 2016,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 0, 'points': 1, 'matches': 4, 'team_id': 1830, 'position': 0, 'team_name': 'Chisnall D.', 'scores_for': 17, 'scores_against': 27, 'team_hash_image': '38405eac2acf114948b84597cacb98687148240b3c91b3336ab9a1e774c32cd7'}, {'wins': 1, 'points': 2, 'matches': 4, 'team_id': 2093, 'position': 0, 'team_name': 'Smith M.', 'scores_for': 20, 'scores_against': 26, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}, {'wins': 1, 'points': 2, 'matches': 8, 'team_id': 2618, 'position': 0, 'team_name': 'Thornton R.', 'scores_for': 28, 'scores_against': 51, 'team_hash_image': '03ca19b3eff8187e5b222bff4e0ae77751cb8bbaa0142dbe90b283a610cd6a6a'}, {'wins': 3, 'points': 7, 'matches': 8, 'team_id': 47448, 'position': 0, 'team_name': 'Wade J.', 'scores_for': 35, 'scores_against': 46, 'team_hash_image': '8405cdc2cc83067a1165e3cb65baed4e3b543f5dca9fd88d85a2b188b031b3d5'}, {'wins': 3, 'points': 7, 'matches': 8, 'team_id': 47455, 'position': 0, 'team_name': 'van Barneveld R.', 'scores_for': 47, 'scores_against': 46, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 3, 'points': 9, 'matches': 8, 'team_id': 2154, 'position': 0, 'team_name': 'Wright P.', 'scores_for': 44, 'scores_against': 42, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 4, 'points': 11, 'matches': 8, 'team_id': 1810, 'position': 0, 'team_name': 'Van Gerwen M.', 'scores_for': 50, 'scores_against': 34, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}, {'wins': 5, 'points': 11, 'matches': 8, 'team_id': 2032, 'position': 0, 'team_name': 'Anderson G.', 'scores_for': 47, 'scores_against': 37, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 5, 'points': 11, 'matches': 8, 'team_id': 2042, 'position': 0, 'team_name': 'Taylor P.', 'scores_for': 48, 'scores_against': 36, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}, {'wins': 6, 'points': 13, 'matches': 9, 'team_id': 47470, 'position': 0, 'team_name': 'Lewis A.', 'scores_for': 55, 'scores_against': 39, 'team_hash_image': '40764b0d8431f697fe9bebf5168ca2f98a3587d2448156eb633df20ba65d14b5'}]"
81503,11418,total,Group A,16611,Grand Slam of Darts 2018,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47493, 'position': 4, 'team_name': 'Murnan J.', 'scores_for': 7, 'scores_against': 15, 'team_hash_image': '49be7c24d2f5b1d8ffbacbcb597dc4c1cf18aa1dcd084e16d67397835c08c220'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47483, 'position': 3, 'team_name': 'Robson G.', 'scores_for': 9, 'scores_against': 14, 'team_hash_image': '3dda28325db596d0b95402d9fb8854f907d29d7d354edc4161e08cbb43df99ec'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 1810, 'position': 2, 'team_name': 'Van Gerwen M.', 'scores_for': 14, 'scores_against': 7, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 47442, 'position': 1, 'team_name': 'Clayton J.', 'scores_for': 15, 'scores_against': 9, 'team_hash_image': '9133712ffd0e6db0554bf066573229fdc13228c757669c61999619cd5807d77b'}]"
81504,11398,away,Premier League,18332,Premier League 2016,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 0, 'points': 1, 'matches': 5, 'team_id': 2093, 'position': 0, 'team_name': 'Smith M.', 'scores_for': 14, 'scores_against': 34, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}, {'wins': 1, 'points': 2, 'matches': 5, 'team_id': 1830, 'position': 0, 'team_name': 'Chisnall D.', 'scores_for': 24, 'scores_against': 28, 'team_hash_image': '38405eac2acf114948b84597cacb98687148240b3c91b3336ab9a1e774c32cd7'}, {'wins': 1, 'points': 4, 'matches': 8, 'team_id': 2618, 'position': 0, 'team_name': 'Thornton R.', 'scores_for': 32, 'scores_against': 52, 'team_hash_image': '03ca19b3eff8187e5b222bff4e0ae77751cb8bbaa0142dbe90b283a610cd6a6a'}, {'wins': 2, 'points': 5, 'matches': 8, 'team_id': 47455, 'position': 0, 'team_name': 'van Barneveld R.', 'scores_for': 39, 'scores_against': 48, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 3, 'points': 6, 'matches': 7, 'team_id': 47470, 'position': 0, 'team_name': 'Lewis A.', 'scores_for': 34, 'scores_against': 40, 'team_hash_image': '40764b0d8431f697fe9bebf5168ca2f98a3587d2448156eb633df20ba65d14b5'}, {'wins': 3, 'points': 8, 'matches': 8, 'team_id': 2154, 'position': 0, 'team_name': 'Wright P.', 'scores_for': 42, 'scores_against': 44, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 3, 'points': 9, 'matches': 8, 'team_id': 2032, 'position': 0, 'team_name': 'Anderson G.', 'scores_for': 45, 'scores_against': 44, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 4, 'points': 9, 'matches': 8, 'team_id': 47448, 'position': 0, 'team_name': 'Wade J.', 'scores_for': 47, 'scores_against': 43, 'team_hash_image': '8405cdc2cc83067a1165e3cb65baed4e3b543f5dca9fd88d85a2b188b031b3d5'}, {'wins': 6, 'points': 13, 'matches': 8, 'team_id': 2042, 'position': 0, 'team_name': 'Taylor P.', 'scores_for': 52, 'scores_against': 29, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}, {'wins': 7, 'points': 15, 'matches': 8, 'team_id': 1810, 'position': 0, 'team_name': 'Van Gerwen M.', 'scores_for': 55, 'scores_against': 29, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81505,11419,total,"Grand Slam of Darts 2022, Group C",12163,Grand Slam of Darts 2022,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'draws': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47497, 'position': 4, 'team_name': 'Ashton L.', 'team_hash_image': 'd6ae8b95bd350862ef8a028b3b289b5f9177cfaa1f65a7846af2909c1de49532'}, {'wins': 1, 'draws': 0, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47485, 'position': 3, 'team_name': 'Edhouse R.', 'team_hash_image': '98d4a125120d22b7d435339edb635708dbf36897f880185da72006d32e30d5ca'}, {'wins': 2, 'draws': 0, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47458, 'position': 2, 'team_name': 'Cullen J.', 'team_hash_image': '543eccfaa8c2e3d0b3528cbd45ee5596c9bbe42f3f14499a6f8e89cb8c6e59d7'}, {'wins': 3, 'draws': 0, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 2093, 'position': 1, 'team_name': 'Smith M.', 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}]"
81506,11398,total,Premier League,17239,Premier League 2018,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 0, 'points': 2, 'matches': 9, 'team_id': 2349, 'position': 10, 'team_name': 'Price G.', 'scores_for': 32, 'scores_against': 61, 'team_hash_image': '07971bdf5d7de2414e532a0ae232a176b9971c7f8ffdd8c4ad0f38d097ca6643'}, {'wins': 2, 'points': 4, 'matches': 9, 'team_id': 2054, 'position': 9, 'team_name': 'Suljović M.', 'scores_for': 40, 'scores_against': 53, 'team_hash_image': 'b293777bbce0e129d220c590f7fb9caf0e9dfa8275a14b25882c6718e6c47d5b'}, {'wins': 4, 'points': 14, 'matches': 16, 'team_id': 2154, 'position': 7, 'team_name': 'Wright P.', 'scores_for': 74, 'scores_against': 94, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 4, 'points': 16, 'matches': 16, 'team_id': 47438, 'position': 5, 'team_name': 'Gurney D.', 'scores_for': 89, 'scores_against': 88, 'team_hash_image': '18d642241d01cd1496eac2989362a2d35019d003b1c203bdf96ae377a2384630'}, {'wins': 5, 'points': 13, 'matches': 16, 'team_id': 47444, 'position': 8, 'team_name': 'Whitlock S.', 'scores_for': 74, 'scores_against': 92, 'team_hash_image': 'd68176627238c4720658fe2f1ab39dacb96e8af510ecda85a964c6044c3ed6dd'}, {'wins': 6, 'points': 16, 'matches': 16, 'team_id': 47455, 'position': 6, 'team_name': 'van Barneveld R.', 'scores_for': 80, 'scores_against': 88, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 8, 'points': 19, 'matches': 16, 'team_id': 1997, 'position': 4, 'team_name': 'Cross R.', 'scores_for': 87, 'scores_against': 82, 'team_hash_image': '0ee0e38aa04003eee9fcb0ca14eab6218403833a52051e6da44f17788fddc0d9'}, {'wins': 8, 'points': 19, 'matches': 16, 'team_id': 2032, 'position': 3, 'team_name': 'Anderson G.', 'scores_for': 95, 'scores_against': 80, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 9, 'points': 20, 'matches': 16, 'team_id': 2093, 'position': 2, 'team_name': 'Smith M.', 'scores_for': 90, 'scores_against': 66, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}, {'wins': 11, 'points': 23, 'matches': 16, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 103, 'scores_against': 60, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
