Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,0-1,,501,401,0,100,Wright P.,Littler L.
1,0-1,,361,401,140,0,Wright P.,Littler L.
2,0-1,,361,221,0,180,Wright P.,Littler L.
3,0-1,,304,221,57,0,Wright P.,Littler L.
4,0-1,,304,81,0,140,Wright P.,Littler L.
5,0-1,,220,81,84,0,Wright P.,Littler L.
0,0-2,VERLORENER ANWURF Home,404,501,97,0,Wright P.,Littler L.
1,0-2,VERLORENER ANWURF Home,404,361,0,140,Wright P.,Littler L.
2,0-2,VERLORENER ANWURF Home,304,361,100,0,Wright P.,Littler L.
3,0-2,VERLORENER ANWURF Home,304,181,0,180,Wright P.,Littler L.
4,0-2,VERLORENER ANWURF Home,164,181,140,0,Wright P.,Littler L.
5,0-2,VERLORENER ANWURF Home,164,96,0,85,Wright P.,Littler L.
6,0-2,VERLORENER ANWURF Home,104,96,60,0,Wright P.,Littler L.
7,0-2,VERLORENER ANWURF Home,104,18,0,78,Wright P.,Littler L.
8,0-2,VERLORENER ANWURF Home,40,18,64,0,Wright P.,Littler L.
0,0-3,,501,327,0,174,Wright P.,Littler L.
1,0-3,,460,327,41,0,Wright P.,Littler L.
2,0-3,,460,232,0,95,Wright P.,Littler L.
3,0-3,,416,232,44,0,Wright P.,Littler L.
4,0-3,,416,112,0,120,Wright P.,Littler L.
5,0-3,,358,112,58,0,Wright P.,Littler L.
6,0-3,,358,40,0,72,Wright P.,Littler L.
7,0-3,,276,40,82,0,Wright P.,Littler L.
0,1-3,,410,501,91,0,Wright P.,Littler L.
1,1-3,,410,456,0,45,Wright P.,Littler L.
2,1-3,,230,456,180,0,Wright P.,Littler L.
3,1-3,,230,316,0,140,Wright P.,Littler L.
4,1-3,,50,316,180,0,Wright P.,Littler L.
5,1-3,,50,227,0,89,Wright P.,Littler L.
6,1-3,,20,227,30,0,Wright P.,Littler L.
7,1-3,,20,87,0,140,Wright P.,Littler L.
0,1-4,,501,467,0,34,Wright P.,Littler L.
1,1-4,,405,467,96,0,Wright P.,Littler L.
2,1-4,,405,333,0,134,Wright P.,Littler L.
3,1-4,,310,333,95,0,Wright P.,Littler L.
4,1-4,,310,248,0,85,Wright P.,Littler L.
5,1-4,,256,248,54,0,Wright P.,Littler L.
6,1-4,,256,68,0,180,Wright P.,Littler L.
7,1-4,,211,68,45,0,Wright P.,Littler L.
8,1-4,,211,20,0,48,Wright P.,Littler L.
9,1-4,,130,20,81,0,Wright P.,Littler L.
0,2-4,,444,501,57,0,Wright P.,Littler L.
1,2-4,,444,408,0,93,Wright P.,Littler L.
2,2-4,,264,408,180,0,Wright P.,Littler L.
3,2-4,,264,268,0,140,Wright P.,Littler L.
4,2-4,,170,268,94,0,Wright P.,Littler L.
5,2-4,,170,88,0,180,Wright P.,Littler L.
6,2-4,,110,88,60,0,Wright P.,Littler L.
7,2-4,,110,28,0,60,Wright P.,Littler L.
0,2-5,,501,361,0,140,Wright P.,Littler L.
1,2-5,,441,361,60,0,Wright P.,Littler L.
2,2-5,,441,280,0,81,Wright P.,Littler L.
3,2-5,,301,280,140,0,Wright P.,Littler L.
4,2-5,,301,100,0,180,Wright P.,Littler L.
5,2-5,,275,100,26,0,Wright P.,Littler L.
0,3-5,,361,501,140,0,Wright P.,Littler L.
1,3-5,,361,321,0,180,Wright P.,Littler L.
2,3-5,,281,321,80,0,Wright P.,Littler L.
3,3-5,,281,225,0,96,Wright P.,Littler L.
4,3-5,,146,225,135,0,Wright P.,Littler L.
5,3-5,,146,120,0,105,Wright P.,Littler L.
0,4-5,VERLORENER ANWURF Away,501,321,0,180,Wright P.,Littler L.
1,4-5,VERLORENER ANWURF Away,420,321,81,0,Wright P.,Littler L.
2,4-5,VERLORENER ANWURF Away,420,242,0,79,Wright P.,Littler L.
3,4-5,VERLORENER ANWURF Away,342,242,78,0,Wright P.,Littler L.
4,4-5,VERLORENER ANWURF Away,342,152,0,90,Wright P.,Littler L.
5,4-5,VERLORENER ANWURF Away,162,152,180,0,Wright P.,Littler L.
6,4-5,VERLORENER ANWURF Away,162,92,0,60,Wright P.,Littler L.
7,4-5,VERLORENER ANWURF Away,57,92,105,0,Wright P.,Littler L.
8,4-5,VERLORENER ANWURF Away,57,18,0,74,Wright P.,Littler L.
0,5-5,,441,501,60,0,Wright P.,Littler L.
1,5-5,,441,441,0,60,Wright P.,Littler L.
2,5-5,,399,441,42,0,Wright P.,Littler L.
3,5-5,,399,310,0,131,Wright P.,Littler L.
4,5-5,,320,310,79,0,Wright P.,Littler L.
5,5-5,,320,170,0,140,Wright P.,Littler L.
6,5-5,,40,70,280,100,Wright P.,Littler L.
7,5-5,,40,30,0,40,Wright P.,Littler L.
0,6-5,VERLORENER ANWURF Away,501,367,0,134,Wright P.,Littler L.
1,6-5,VERLORENER ANWURF Away,376,367,125,0,Wright P.,Littler L.
2,6-5,VERLORENER ANWURF Away,376,227,0,140,Wright P.,Littler L.
3,6-5,VERLORENER ANWURF Away,236,227,140,0,Wright P.,Littler L.
4,6-5,VERLORENER ANWURF Away,236,47,0,180,Wright P.,Littler L.
5,6-5,VERLORENER ANWURF Away,151,47,85,0,Wright P.,Littler L.
6,6-5,VERLORENER ANWURF Away,151,10,0,37,Wright P.,Littler L.
7,6-5,VERLORENER ANWURF Away,60,10,91,0,Wright P.,Littler L.
8,6-5,VERLORENER ANWURF Away,60,5,0,5,Wright P.,Littler L.
