Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,0-1,,501,367,0,134,van Veen G.,van Gerwen M.
1,0-1,,460,367,41,0,van Veen G.,van Gerwen M.
2,0-1,,460,310,0,57,van Veen G.,van Gerwen M.
3,0-1,,400,310,60,0,van Veen G.,van Gerwen M.
4,0-1,,400,170,0,140,van Veen G.,van Gerwen M.
5,0-1,,319,170,81,0,van Veen G.,van Gerwen M.
0,1-1,,361,501,140,0,van Veen G.,van Gerwen M.
1,1-1,,361,432,0,69,van Veen G.,van Gerwen M.
2,1-1,,301,432,60,0,van Veen G.,van Gerwen M.
3,1-1,,301,334,0,98,van Veen G.,van Gerwen M.
4,1-1,,242,334,59,0,van Veen G.,van Gerwen M.
5,1-1,,242,194,0,140,van Veen G.,van Gerwen M.
6,1-1,,102,194,140,0,van Veen G.,van Gerwen M.
7,1-1,,102,94,0,100,van Veen G.,van Gerwen M.
8,1-1,,22,94,80,0,van Veen G.,van Gerwen M.
9,1-1,,22,40,0,54,van Veen G.,van Gerwen M.
0,1-2,,501,361,0,140,van Veen G.,van Gerwen M.
1,1-2,,449,361,52,0,van Veen G.,van Gerwen M.
2,1-2,,449,221,0,140,van Veen G.,van Gerwen M.
3,1-2,,350,221,99,0,van Veen G.,van Gerwen M.
4,1-2,,350,81,0,140,van Veen G.,van Gerwen M.
5,1-2,,251,81,99,0,van Veen G.,van Gerwen M.
0,1-3,VERLORENER ANWURF Home,401,501,100,0,van Veen G.,van Gerwen M.
1,1-3,VERLORENER ANWURF Home,401,442,0,59,van Veen G.,van Gerwen M.
2,1-3,VERLORENER ANWURF Home,316,442,85,0,van Veen G.,van Gerwen M.
3,1-3,VERLORENER ANWURF Home,316,308,0,134,van Veen G.,van Gerwen M.
4,1-3,VERLORENER ANWURF Home,268,308,48,0,van Veen G.,van Gerwen M.
5,1-3,VERLORENER ANWURF Home,268,212,0,96,van Veen G.,van Gerwen M.
6,1-3,VERLORENER ANWURF Home,210,212,58,0,van Veen G.,van Gerwen M.
7,1-3,VERLORENER ANWURF Home,210,78,0,134,van Veen G.,van Gerwen M.
8,1-3,VERLORENER ANWURF Home,168,78,42,0,van Veen G.,van Gerwen M.
9,1-3,VERLORENER ANWURF Home,168,40,0,38,van Veen G.,van Gerwen M.
10,1-3,VERLORENER ANWURF Home,28,40,140,0,van Veen G.,van Gerwen M.
0,2-3,VERLORENER ANWURF Away,501,401,0,100,van Veen G.,van Gerwen M.
1,2-3,VERLORENER ANWURF Away,441,401,60,0,van Veen G.,van Gerwen M.
2,2-3,VERLORENER ANWURF Away,441,342,0,59,van Veen G.,van Gerwen M.
3,2-3,VERLORENER ANWURF Away,356,342,85,0,van Veen G.,van Gerwen M.
4,2-3,VERLORENER ANWURF Away,356,243,0,99,van Veen G.,van Gerwen M.
5,2-3,VERLORENER ANWURF Away,256,243,100,0,van Veen G.,van Gerwen M.
6,2-3,VERLORENER ANWURF Away,256,103,0,140,van Veen G.,van Gerwen M.
7,2-3,VERLORENER ANWURF Away,122,103,134,0,van Veen G.,van Gerwen M.
8,2-3,VERLORENER ANWURF Away,122,74,0,29,van Veen G.,van Gerwen M.
9,2-3,VERLORENER ANWURF Away,25,74,97,0,van Veen G.,van Gerwen M.
10,2-3,VERLORENER ANWURF Away,25,20,0,54,van Veen G.,van Gerwen M.
0,3-3,,441,501,60,0,van Veen G.,van Gerwen M.
1,3-3,,441,401,0,100,van Veen G.,van Gerwen M.
2,3-3,,301,401,140,0,van Veen G.,van Gerwen M.
3,3-3,,301,314,0,87,van Veen G.,van Gerwen M.
4,3-3,,201,314,100,0,van Veen G.,van Gerwen M.
5,3-3,,101,120,100,194,van Veen G.,van Gerwen M.
0,3-4,,501,453,0,48,van Veen G.,van Gerwen M.
1,3-4,,420,453,81,0,van Veen G.,van Gerwen M.
2,3-4,,420,394,0,59,van Veen G.,van Gerwen M.
3,3-4,,305,394,115,0,van Veen G.,van Gerwen M.
4,3-4,,305,261,0,133,van Veen G.,van Gerwen M.
5,3-4,,210,261,95,0,van Veen G.,van Gerwen M.
6,3-4,,210,121,0,140,van Veen G.,van Gerwen M.
7,3-4,,114,121,96,0,van Veen G.,van Gerwen M.
8,3-4,,114,36,0,85,van Veen G.,van Gerwen M.
9,3-4,,20,36,94,0,van Veen G.,van Gerwen M.
0,4-4,,321,501,180,0,van Veen G.,van Gerwen M.
1,4-4,,321,442,0,59,van Veen G.,van Gerwen M.
2,4-4,,261,442,60,0,van Veen G.,van Gerwen M.
3,4-4,,261,349,0,93,van Veen G.,van Gerwen M.
4,4-4,,178,349,83,0,van Veen G.,van Gerwen M.
5,4-4,,178,256,0,93,van Veen G.,van Gerwen M.
6,4-4,,16,256,162,0,van Veen G.,van Gerwen M.
7,4-4,,16,160,0,96,van Veen G.,van Gerwen M.
0,4-5,,501,401,0,100,van Veen G.,van Gerwen M.
1,4-5,,361,401,140,0,van Veen G.,van Gerwen M.
2,4-5,,361,261,0,140,van Veen G.,van Gerwen M.
3,4-5,,261,261,100,0,van Veen G.,van Gerwen M.
4,4-5,,261,164,0,97,van Veen G.,van Gerwen M.
5,4-5,,217,164,44,0,van Veen G.,van Gerwen M.
6,4-5,,217,36,0,128,van Veen G.,van Gerwen M.
7,4-5,,132,36,85,0,van Veen G.,van Gerwen M.
0,5-5,,401,501,100,0,van Veen G.,van Gerwen M.
1,5-5,,401,458,0,43,van Veen G.,van Gerwen M.
2,5-5,,310,458,91,0,van Veen G.,van Gerwen M.
3,5-5,,310,318,0,140,van Veen G.,van Gerwen M.
4,5-5,,210,318,100,0,van Veen G.,van Gerwen M.
5,5-5,,210,237,0,81,van Veen G.,van Gerwen M.
6,5-5,,110,237,100,0,van Veen G.,van Gerwen M.
7,5-5,,110,189,0,48,van Veen G.,van Gerwen M.
