Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,1-0,,441,501,60,0,Humphries L.,Cross R.
1,1-0,,441,401,0,100,Humphries L.,Cross R.
2,1-0,,307,401,134,0,Humphries L.,Cross R.
3,1-0,,307,341,0,60,Humphries L.,Cross R.
4,1-0,,207,341,100,0,Humphries L.,Cross R.
5,1-0,,207,281,0,60,Humphries L.,Cross R.
6,1-0,,36,281,171,0,Humphries L.,Cross R.
7,1-0,,36,186,0,95,Humphries L.,Cross R.
0,1-1,,501,361,0,140,Humphries L.,Cross R.
1,1-1,,380,361,121,0,Humphries L.,Cross R.
2,1-1,,380,230,0,131,Humphries L.,Cross R.
3,1-1,,280,230,100,0,Humphries L.,Cross R.
4,1-1,,280,170,0,60,Humphries L.,Cross R.
5,1-1,,140,170,140,0,Humphries L.,Cross R.
6,1-1,,140,25,0,145,Humphries L.,Cross R.
7,1-1,,20,25,120,0,Humphries L.,Cross R.
0,2-1,,460,501,41,0,Humphries L.,Cross R.
1,2-1,,460,361,0,140,Humphries L.,Cross R.
2,2-1,,326,361,134,0,Humphries L.,Cross R.
3,2-1,,326,265,0,96,Humphries L.,Cross R.
4,2-1,,186,265,140,0,Humphries L.,Cross R.
5,2-1,,186,132,0,133,Humphries L.,Cross R.
6,2-1,,46,132,140,0,Humphries L.,Cross R.
7,2-1,,46,25,0,107,Humphries L.,Cross R.
0,2-2,,501,370,0,131,Humphries L.,Cross R.
1,2-2,,444,370,57,0,Humphries L.,Cross R.
2,2-2,,444,270,0,100,Humphries L.,Cross R.
3,2-2,,390,270,54,0,Humphries L.,Cross R.
4,2-2,,390,147,0,123,Humphries L.,Cross R.
5,2-2,,293,147,97,0,Humphries L.,Cross R.
6,2-2,,293,12,0,135,Humphries L.,Cross R.
7,2-2,,158,12,135,0,Humphries L.,Cross R.
0,2-3,VERLORENER ANWURF Home,417,501,84,0,Humphries L.,Cross R.
1,2-3,VERLORENER ANWURF Home,417,367,0,134,Humphries L.,Cross R.
2,2-3,VERLORENER ANWURF Home,359,367,58,0,Humphries L.,Cross R.
3,2-3,VERLORENER ANWURF Home,359,267,0,100,Humphries L.,Cross R.
4,2-3,VERLORENER ANWURF Home,219,267,140,0,Humphries L.,Cross R.
5,2-3,VERLORENER ANWURF Home,219,167,0,100,Humphries L.,Cross R.
6,2-3,VERLORENER ANWURF Home,160,167,59,0,Humphries L.,Cross R.
7,2-3,VERLORENER ANWURF Home,160,50,0,117,Humphries L.,Cross R.
8,2-3,VERLORENER ANWURF Home,60,50,100,0,Humphries L.,Cross R.
9,2-3,VERLORENER ANWURF Home,60,16,0,34,Humphries L.,Cross R.
10,2-3,VERLORENER ANWURF Home,10,16,50,0,Humphries L.,Cross R.
0,3-3,VERLORENER ANWURF Away,501,401,0,100,Humphries L.,Cross R.
1,3-3,VERLORENER ANWURF Away,401,401,100,0,Humphries L.,Cross R.
2,3-3,VERLORENER ANWURF Away,401,341,0,60,Humphries L.,Cross R.
3,3-3,VERLORENER ANWURF Away,343,341,58,0,Humphries L.,Cross R.
4,3-3,VERLORENER ANWURF Away,343,284,0,57,Humphries L.,Cross R.
5,3-3,VERLORENER ANWURF Away,163,284,180,0,Humphries L.,Cross R.
6,3-3,VERLORENER ANWURF Away,163,227,0,57,Humphries L.,Cross R.
7,3-3,VERLORENER ANWURF Away,68,227,95,0,Humphries L.,Cross R.
8,3-3,VERLORENER ANWURF Away,68,87,0,140,Humphries L.,Cross R.
0,4-3,,361,501,140,0,Humphries L.,Cross R.
1,4-3,,361,321,0,180,Humphries L.,Cross R.
2,4-3,,221,321,140,0,Humphries L.,Cross R.
3,4-3,,221,222,0,99,Humphries L.,Cross R.
4,4-3,,41,222,180,0,Humphries L.,Cross R.
5,4-3,,41,82,0,140,Humphries L.,Cross R.
0,5-3,VERLORENER ANWURF Away,501,424,0,77,Humphries L.,Cross R.
1,5-3,VERLORENER ANWURF Away,321,424,180,0,Humphries L.,Cross R.
2,5-3,VERLORENER ANWURF Away,321,367,0,57,Humphries L.,Cross R.
3,5-3,VERLORENER ANWURF Away,141,367,180,0,Humphries L.,Cross R.
