Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,0-1,VERLORENER ANWURF Home,376,501,125,0,Schindler M.,Searle R.
1,0-1,VERLORENER ANWURF Home,376,361,0,140,Schindler M.,Searle R.
2,0-1,VERLORENER ANWURF Home,278,361,98,0,Schindler M.,Searle R.
3,0-1,VERLORENER ANWURF Home,278,304,0,57,Schindler M.,Searle R.
4,0-1,VERLORENER ANWURF Home,237,304,41,0,Schindler M.,Searle R.
5,0-1,VERLORENER ANWURF Home,237,208,0,96,Schindler M.,Searle R.
6,0-1,VERLORENER ANWURF Home,178,208,59,0,Schindler M.,Searle R.
7,0-1,VERLORENER ANWURF Home,178,40,0,168,Schindler M.,Searle R.
8,0-1,VERLORENER ANWURF Home,40,40,138,0,Schindler M.,Searle R.
0,0-2,,501,401,0,100,Schindler M.,Searle R.
1,0-2,,442,401,59,0,Schindler M.,Searle R.
2,0-2,,442,344,0,57,Schindler M.,Searle R.
3,0-2,,308,344,134,0,Schindler M.,Searle R.
4,0-2,,308,164,0,180,Schindler M.,Searle R.
5,0-2,,170,164,138,0,Schindler M.,Searle R.
6,0-2,,170,124,0,40,Schindler M.,Searle R.
7,0-2,,85,124,85,0,Schindler M.,Searle R.
0,0-3,VERLORENER ANWURF Home,401,501,100,0,Schindler M.,Searle R.
1,0-3,VERLORENER ANWURF Home,401,366,0,135,Schindler M.,Searle R.
2,0-3,VERLORENER ANWURF Home,316,366,85,0,Schindler M.,Searle R.
3,0-3,VERLORENER ANWURF Home,316,296,0,70,Schindler M.,Searle R.
4,0-3,VERLORENER ANWURF Home,258,296,58,0,Schindler M.,Searle R.
5,0-3,VERLORENER ANWURF Home,258,156,0,140,Schindler M.,Searle R.
6,0-3,VERLORENER ANWURF Home,216,156,42,0,Schindler M.,Searle R.
7,0-3,VERLORENER ANWURF Home,216,16,0,140,Schindler M.,Searle R.
8,0-3,VERLORENER ANWURF Home,116,16,100,0,Schindler M.,Searle R.
9,0-3,VERLORENER ANWURF Home,116,8,0,8,Schindler M.,Searle R.
10,0-3,VERLORENER ANWURF Home,20,8,96,0,Schindler M.,Searle R.
0,0-4,,501,361,0,140,Schindler M.,Searle R.
1,0-4,,364,361,137,0,Schindler M.,Searle R.
2,0-4,,364,221,0,140,Schindler M.,Searle R.
3,0-4,,304,221,60,0,Schindler M.,Searle R.
4,0-4,,304,81,0,140,Schindler M.,Searle R.
5,0-4,,170,81,134,0,Schindler M.,Searle R.
0,1-4,,405,501,96,0,Schindler M.,Searle R.
1,1-4,,405,460,0,41,Schindler M.,Searle R.
2,1-4,,306,460,99,0,Schindler M.,Searle R.
3,1-4,,306,360,0,100,Schindler M.,Searle R.
4,1-4,,248,360,58,0,Schindler M.,Searle R.
5,1-4,,248,226,0,134,Schindler M.,Searle R.
6,1-4,,153,226,95,0,Schindler M.,Searle R.
7,1-4,,153,126,0,100,Schindler M.,Searle R.
8,1-4,,56,126,97,0,Schindler M.,Searle R.
9,1-4,,56,6,0,120,Schindler M.,Searle R.
0,1-5,,501,380,0,121,Schindler M.,Searle R.
1,1-5,,442,380,59,0,Schindler M.,Searle R.
2,1-5,,442,283,0,97,Schindler M.,Searle R.
3,1-5,,346,283,96,0,Schindler M.,Searle R.
4,1-5,,346,144,0,139,Schindler M.,Searle R.
5,1-5,,212,144,134,0,Schindler M.,Searle R.
6,1-5,,212,80,0,64,Schindler M.,Searle R.
7,1-5,,153,80,59,0,Schindler M.,Searle R.
8,1-5,,153,10,0,70,Schindler M.,Searle R.
9,1-5,,54,10,99,0,Schindler M.,Searle R.
0,2-5,,361,501,140,0,Schindler M.,Searle R.
1,2-5,,361,361,0,140,Schindler M.,Searle R.
2,2-5,,270,361,91,0,Schindler M.,Searle R.
3,2-5,,270,261,0,100,Schindler M.,Searle R.
4,2-5,,170,261,100,0,Schindler M.,Searle R.
5,2-5,,170,161,0,100,Schindler M.,Searle R.
6,2-5,,142,161,28,0,Schindler M.,Searle R.
7,2-5,,142,59,0,102,Schindler M.,Searle R.
0,2-6,,501,424,0,77,Schindler M.,Searle R.
1,2-6,,376,424,125,0,Schindler M.,Searle R.
2,2-6,,376,364,0,60,Schindler M.,Searle R.
3,2-6,,334,364,42,0,Schindler M.,Searle R.
4,2-6,,334,264,0,100,Schindler M.,Searle R.
5,2-6,,234,264,100,0,Schindler M.,Searle R.
6,2-6,,234,164,0,100,Schindler M.,Searle R.
7,2-6,,170,164,64,0,Schindler M.,Searle R.
8,2-6,,170,45,0,119,Schindler M.,Searle R.
9,2-6,,113,45,57,0,Schindler M.,Searle R.
0,3-6,,456,501,45,0,Schindler M.,Searle R.
1,3-6,,456,422,0,79,Schindler M.,Searle R.
2,3-6,,360,422,96,0,Schindler M.,Searle R.
3,3-6,,360,282,0,140,Schindler M.,Searle R.
4,3-6,,235,282,125,0,Schindler M.,Searle R.
5,3-6,,235,159,0,123,Schindler M.,Searle R.
6,3-6,,140,159,95,0,Schindler M.,Searle R.
7,3-6,,140,40,0,119,Schindler M.,Searle R.
8,3-6,,80,40,60,0,Schindler M.,Searle R.
9,3-6,,80,40,0,0,Schindler M.,Searle R.
0,4-6,VERLORENER ANWURF Away,501,441,0,60,Schindler M.,Searle R.
1,4-6,VERLORENER ANWURF Away,366,441,135,0,Schindler M.,Searle R.
2,4-6,VERLORENER ANWURF Away,366,301,0,140,Schindler M.,Searle R.
3,4-6,VERLORENER ANWURF Away,226,301,140,0,Schindler M.,Searle R.
4,4-6,VERLORENER ANWURF Away,226,170,0,131,Schindler M.,Searle R.
5,4-6,VERLORENER ANWURF Away,86,170,140,0,Schindler M.,Searle R.
