Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,0-1,VERLORENER ANWURF Home,418,501,83,0,Huybrechts K.,Humphries L.
1,0-1,VERLORENER ANWURF Home,418,442,0,59,Huybrechts K.,Humphries L.
2,0-1,VERLORENER ANWURF Home,358,442,60,0,Huybrechts K.,Humphries L.
3,0-1,VERLORENER ANWURF Home,358,346,0,96,Huybrechts K.,Humphries L.
4,0-1,VERLORENER ANWURF Home,318,346,40,0,Huybrechts K.,Humphries L.
5,0-1,VERLORENER ANWURF Home,318,172,0,174,Huybrechts K.,Humphries L.
6,0-1,VERLORENER ANWURF Home,218,172,100,0,Huybrechts K.,Humphries L.
7,0-1,VERLORENER ANWURF Home,218,72,0,100,Huybrechts K.,Humphries L.
8,0-1,VERLORENER ANWURF Home,177,72,41,0,Huybrechts K.,Humphries L.
9,0-1,VERLORENER ANWURF Home,177,20,0,52,Huybrechts K.,Humphries L.
10,0-1,VERLORENER ANWURF Home,82,20,95,0,Huybrechts K.,Humphries L.
0,0-2,,501,367,0,134,Huybrechts K.,Humphries L.
1,0-2,,442,367,59,0,Huybrechts K.,Humphries L.
2,0-2,,442,271,0,96,Huybrechts K.,Humphries L.
3,0-2,,308,271,134,0,Huybrechts K.,Humphries L.
4,0-2,,308,131,0,140,Huybrechts K.,Humphries L.
5,0-2,,224,131,84,0,Huybrechts K.,Humphries L.
6,0-2,,224,51,0,80,Huybrechts K.,Humphries L.
7,0-2,,181,51,43,0,Huybrechts K.,Humphries L.
8,0-2,,181,16,0,35,Huybrechts K.,Humphries L.
9,0-2,,100,16,81,0,Huybrechts K.,Humphries L.
0,1-2,,441,501,60,0,Huybrechts K.,Humphries L.
1,1-2,,441,417,0,84,Huybrechts K.,Humphries L.
2,1-2,,345,417,96,0,Huybrechts K.,Humphries L.
3,1-2,,345,296,0,121,Huybrechts K.,Humphries L.
4,1-2,,245,296,100,0,Huybrechts K.,Humphries L.
5,1-2,,245,238,0,58,Huybrechts K.,Humphries L.
6,1-2,,145,238,100,0,Huybrechts K.,Humphries L.
7,1-2,,40,40,105,198,Huybrechts K.,Humphries L.
0,1-3,,501,472,0,29,Huybrechts K.,Humphries L.
1,1-3,,421,472,80,0,Huybrechts K.,Humphries L.
2,1-3,,421,406,0,66,Huybrechts K.,Humphries L.
3,1-3,,321,406,100,0,Huybrechts K.,Humphries L.
4,1-3,,321,266,0,140,Huybrechts K.,Humphries L.
5,1-3,,281,266,40,0,Huybrechts K.,Humphries L.
6,1-3,,281,126,0,140,Huybrechts K.,Humphries L.
7,1-3,,101,126,180,0,Huybrechts K.,Humphries L.
8,1-3,,101,25,0,101,Huybrechts K.,Humphries L.
9,1-3,,22,25,79,0,Huybrechts K.,Humphries L.
0,1-4,VERLORENER ANWURF Home,361,501,140,0,Huybrechts K.,Humphries L.
1,1-4,VERLORENER ANWURF Home,361,405,0,96,Huybrechts K.,Humphries L.
2,1-4,VERLORENER ANWURF Home,261,405,100,0,Huybrechts K.,Humphries L.
3,1-4,VERLORENER ANWURF Home,261,265,0,140,Huybrechts K.,Humphries L.
4,1-4,VERLORENER ANWURF Home,168,265,93,0,Huybrechts K.,Humphries L.
5,1-4,VERLORENER ANWURF Home,168,132,0,133,Huybrechts K.,Humphries L.
6,1-4,VERLORENER ANWURF Home,87,132,81,0,Huybrechts K.,Humphries L.
0,1-5,,501,404,0,97,Huybrechts K.,Humphries L.
1,1-5,,401,404,100,0,Huybrechts K.,Humphries L.
2,1-5,,401,224,0,180,Huybrechts K.,Humphries L.
3,1-5,,281,224,120,0,Huybrechts K.,Humphries L.
4,1-5,,281,84,0,140,Huybrechts K.,Humphries L.
5,1-5,,184,84,97,0,Huybrechts K.,Humphries L.
0,1-6,VERLORENER ANWURF Home,421,501,80,0,Huybrechts K.,Humphries L.
1,1-6,VERLORENER ANWURF Home,421,321,0,180,Huybrechts K.,Humphries L.
2,1-6,VERLORENER ANWURF Home,341,321,80,0,Huybrechts K.,Humphries L.
3,1-6,VERLORENER ANWURF Home,341,181,0,140,Huybrechts K.,Humphries L.
4,1-6,VERLORENER ANWURF Home,281,181,60,0,Huybrechts K.,Humphries L.
5,1-6,VERLORENER ANWURF Home,281,100,0,81,Huybrechts K.,Humphries L.
6,1-6,VERLORENER ANWURF Home,101,100,180,0,Huybrechts K.,Humphries L.
