Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,0-1,,501,411,0,90,Humphries L.,van Gerwen M.
1,0-1,,376,411,125,0,Humphries L.,van Gerwen M.
2,0-1,,376,277,0,134,Humphries L.,van Gerwen M.
3,0-1,,276,277,100,0,Humphries L.,van Gerwen M.
4,0-1,,276,178,0,99,Humphries L.,van Gerwen M.
5,0-1,,96,178,180,0,Humphries L.,van Gerwen M.
6,0-1,,96,44,0,134,Humphries L.,van Gerwen M.
7,0-1,,40,44,56,0,Humphries L.,van Gerwen M.
0,1-1,,401,501,100,0,Humphries L.,van Gerwen M.
1,1-1,,401,408,0,93,Humphries L.,van Gerwen M.
2,1-1,,306,408,95,0,Humphries L.,van Gerwen M.
3,1-1,,306,312,0,96,Humphries L.,van Gerwen M.
4,1-1,,175,312,131,0,Humphries L.,van Gerwen M.
5,1-1,,175,255,0,57,Humphries L.,van Gerwen M.
6,1-1,,40,255,135,0,Humphries L.,van Gerwen M.
7,1-1,,40,156,0,99,Humphries L.,van Gerwen M.
0,2-1,VERLORENER ANWURF Away,501,443,0,58,Humphries L.,van Gerwen M.
1,2-1,VERLORENER ANWURF Away,361,443,140,0,Humphries L.,van Gerwen M.
2,2-1,VERLORENER ANWURF Away,361,303,0,140,Humphries L.,van Gerwen M.
3,2-1,VERLORENER ANWURF Away,181,303,180,0,Humphries L.,van Gerwen M.
4,2-1,VERLORENER ANWURF Away,181,170,0,133,Humphries L.,van Gerwen M.
5,2-1,VERLORENER ANWURF Away,96,170,85,0,Humphries L.,van Gerwen M.
6,2-1,VERLORENER ANWURF Away,96,112,0,58,Humphries L.,van Gerwen M.
7,2-1,VERLORENER ANWURF Away,16,112,80,0,Humphries L.,van Gerwen M.
8,2-1,VERLORENER ANWURF Away,16,32,0,80,Humphries L.,van Gerwen M.
0,3-1,,361,501,140,0,Humphries L.,van Gerwen M.
1,3-1,,361,404,0,97,Humphries L.,van Gerwen M.
2,3-1,,261,404,100,0,Humphries L.,van Gerwen M.
3,3-1,,261,304,0,100,Humphries L.,van Gerwen M.
4,3-1,,170,304,91,0,Humphries L.,van Gerwen M.
5,3-1,,170,224,0,80,Humphries L.,van Gerwen M.
6,3-1,,112,224,58,0,Humphries L.,van Gerwen M.
7,3-1,,112,100,0,124,Humphries L.,van Gerwen M.
0,4-1,VERLORENER ANWURF Away,501,405,0,96,Humphries L.,van Gerwen M.
1,4-1,VERLORENER ANWURF Away,441,405,60,0,Humphries L.,van Gerwen M.
2,4-1,VERLORENER ANWURF Away,441,365,0,40,Humphries L.,van Gerwen M.
3,4-1,VERLORENER ANWURF Away,261,365,180,0,Humphries L.,van Gerwen M.
4,4-1,VERLORENER ANWURF Away,261,194,0,171,Humphries L.,van Gerwen M.
5,4-1,VERLORENER ANWURF Away,81,194,180,0,Humphries L.,van Gerwen M.
6,4-1,VERLORENER ANWURF Away,81,130,0,64,Humphries L.,van Gerwen M.
0,5-1,,321,501,180,0,Humphries L.,van Gerwen M.
1,5-1,,321,362,0,139,Humphries L.,van Gerwen M.
2,5-1,,241,362,80,0,Humphries L.,van Gerwen M.
3,5-1,,241,182,0,180,Humphries L.,van Gerwen M.
4,5-1,,96,182,145,0,Humphries L.,van Gerwen M.
5,5-1,,96,52,0,130,Humphries L.,van Gerwen M.
0,6-1,VERLORENER ANWURF Away,501,441,0,60,Humphries L.,van Gerwen M.
1,6-1,VERLORENER ANWURF Away,321,441,180,0,Humphries L.,van Gerwen M.
2,6-1,VERLORENER ANWURF Away,321,316,0,125,Humphries L.,van Gerwen M.
3,6-1,VERLORENER ANWURF Away,181,316,140,0,Humphries L.,van Gerwen M.
4,6-1,VERLORENER ANWURF Away,181,282,0,34,Humphries L.,van Gerwen M.
5,6-1,VERLORENER ANWURF Away,36,282,145,0,Humphries L.,van Gerwen M.
6,6-1,VERLORENER ANWURF Away,36,187,0,95,Humphries L.,van Gerwen M.
7,6-1,VERLORENER ANWURF Away,36,187,0,0,Humphries L.,van Gerwen M.
8,6-1,VERLORENER ANWURF Away,36,54,0,133,Humphries L.,van Gerwen M.
0,7-1,,361,501,140,0,Humphries L.,van Gerwen M.
1,7-1,,361,402,0,99,Humphries L.,van Gerwen M.
2,7-1,,227,402,134,0,Humphries L.,van Gerwen M.
3,7-1,,227,302,0,100,Humphries L.,van Gerwen M.
4,7-1,,170,302,57,0,Humphries L.,van Gerwen M.
5,7-1,,170,234,0,68,Humphries L.,van Gerwen M.
0,8-1,VERLORENER ANWURF Away,501,444,0,57,Humphries L.,van Gerwen M.
