Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,0-1,,501,362,0,139,De Decker M.,Littler L.
1,0-1,,444,362,57,0,De Decker M.,Littler L.
2,0-1,,444,262,0,100,De Decker M.,Littler L.
3,0-1,,346,262,98,0,De Decker M.,Littler L.
4,0-1,,346,170,0,92,De Decker M.,Littler L.
5,0-1,,256,170,90,0,De Decker M.,Littler L.
6,0-1,,256,105,0,65,De Decker M.,Littler L.
7,0-1,,196,105,60,0,De Decker M.,Littler L.
8,0-1,,196,40,0,65,De Decker M.,Littler L.
9,0-1,,131,40,65,0,De Decker M.,Littler L.
0,1-1,,321,501,180,0,De Decker M.,Littler L.
1,1-1,,321,441,0,60,De Decker M.,Littler L.
2,1-1,,235,441,86,0,De Decker M.,Littler L.
3,1-1,,235,350,0,91,De Decker M.,Littler L.
4,1-1,,170,350,65,0,De Decker M.,Littler L.
5,1-1,,170,252,0,98,De Decker M.,Littler L.
6,1-1,,36,252,134,0,De Decker M.,Littler L.
7,1-1,,36,154,0,98,De Decker M.,Littler L.
0,1-2,,501,402,0,99,De Decker M.,Littler L.
1,1-2,,321,402,180,0,De Decker M.,Littler L.
2,1-2,,321,262,0,140,De Decker M.,Littler L.
3,1-2,,201,262,120,0,De Decker M.,Littler L.
4,1-2,,201,170,0,92,De Decker M.,Littler L.
5,1-2,,124,170,77,0,De Decker M.,Littler L.
6,1-2,,124,129,0,41,De Decker M.,Littler L.
7,1-2,,42,129,82,0,De Decker M.,Littler L.
8,1-2,,42,40,0,89,De Decker M.,Littler L.
9,1-2,,18,40,24,0,De Decker M.,Littler L.
0,1-3,VERLORENER ANWURF Home,444,501,57,0,De Decker M.,Littler L.
1,1-3,VERLORENER ANWURF Home,444,361,0,140,De Decker M.,Littler L.
2,1-3,VERLORENER ANWURF Home,404,361,40,0,De Decker M.,Littler L.
3,1-3,VERLORENER ANWURF Home,404,181,0,180,De Decker M.,Littler L.
4,1-3,VERLORENER ANWURF Home,346,181,58,0,De Decker M.,Littler L.
5,1-3,VERLORENER ANWURF Home,346,54,0,127,De Decker M.,Littler L.
6,1-3,VERLORENER ANWURF Home,250,54,96,0,De Decker M.,Littler L.
0,2-3,VERLORENER ANWURF Away,501,460,0,41,De Decker M.,Littler L.
1,2-3,VERLORENER ANWURF Away,442,460,59,0,De Decker M.,Littler L.
2,2-3,VERLORENER ANWURF Away,442,400,0,60,De Decker M.,Littler L.
3,2-3,VERLORENER ANWURF Away,302,400,140,0,De Decker M.,Littler L.
4,2-3,VERLORENER ANWURF Away,302,277,0,123,De Decker M.,Littler L.
5,2-3,VERLORENER ANWURF Away,204,277,98,0,De Decker M.,Littler L.
6,2-3,VERLORENER ANWURF Away,204,142,0,135,De Decker M.,Littler L.
7,2-3,VERLORENER ANWURF Away,84,142,120,0,De Decker M.,Littler L.
8,2-3,VERLORENER ANWURF Away,84,86,0,56,De Decker M.,Littler L.
0,2-4,VERLORENER ANWURF Home,401,501,100,0,De Decker M.,Littler L.
1,2-4,VERLORENER ANWURF Home,401,443,0,58,De Decker M.,Littler L.
2,2-4,VERLORENER ANWURF Home,344,443,57,0,De Decker M.,Littler L.
3,2-4,VERLORENER ANWURF Home,344,309,0,134,De Decker M.,Littler L.
4,2-4,VERLORENER ANWURF Home,248,309,96,0,De Decker M.,Littler L.
5,2-4,VERLORENER ANWURF Home,248,145,0,164,De Decker M.,Littler L.
6,2-4,VERLORENER ANWURF Home,205,145,43,0,De Decker M.,Littler L.
7,2-4,VERLORENER ANWURF Home,205,56,0,89,De Decker M.,Littler L.
8,2-4,VERLORENER ANWURF Home,140,56,65,0,De Decker M.,Littler L.
0,3-4,VERLORENER ANWURF Away,501,444,0,57,De Decker M.,Littler L.
1,3-4,VERLORENER ANWURF Away,361,444,140,0,De Decker M.,Littler L.
2,3-4,VERLORENER ANWURF Away,361,264,0,180,De Decker M.,Littler L.
3,3-4,VERLORENER ANWURF Away,181,264,180,0,De Decker M.,Littler L.
4,3-4,VERLORENER ANWURF Away,181,186,0,78,De Decker M.,Littler L.
5,3-4,VERLORENER ANWURF Away,116,186,65,0,De Decker M.,Littler L.
6,3-4,VERLORENER ANWURF Away,116,58,0,128,De Decker M.,Littler L.
0,3-5,VERLORENER ANWURF Home,442,501,59,0,De Decker M.,Littler L.
1,3-5,VERLORENER ANWURF Home,442,453,0,48,De Decker M.,Littler L.
2,3-5,VERLORENER ANWURF Home,384,453,58,0,De Decker M.,Littler L.
3,3-5,VERLORENER ANWURF Home,384,273,0,180,De Decker M.,Littler L.
4,3-5,VERLORENER ANWURF Home,326,273,58,0,De Decker M.,Littler L.
5,3-5,VERLORENER ANWURF Home,326,173,0,100,De Decker M.,Littler L.
6,3-5,VERLORENER ANWURF Home,270,173,56,0,De Decker M.,Littler L.
7,3-5,VERLORENER ANWURF Home,270,40,0,133,De Decker M.,Littler L.
8,3-5,VERLORENER ANWURF Home,230,40,40,0,De Decker M.,Littler L.
0,3-6,,501,401,0,100,De Decker M.,Littler L.
1,3-6,,321,401,180,0,De Decker M.,Littler L.
2,3-6,,321,221,0,180,De Decker M.,Littler L.
3,3-6,,221,221,100,0,De Decker M.,Littler L.
4,3-6,,221,81,0,140,De Decker M.,Littler L.
5,3-6,,121,81,100,0,De Decker M.,Littler L.
0,3-7,VERLORENER ANWURF Home,458,501,43,0,De Decker M.,Littler L.
1,3-7,VERLORENER ANWURF Home,458,361,0,140,De Decker M.,Littler L.
2,3-7,VERLORENER ANWURF Home,378,361,80,0,De Decker M.,Littler L.
3,3-7,VERLORENER ANWURF Home,378,181,0,180,De Decker M.,Littler L.
4,3-7,VERLORENER ANWURF Home,279,181,99,0,De Decker M.,Littler L.
5,3-7,VERLORENER ANWURF Home,279,54,0,127,De Decker M.,Littler L.
6,3-7,VERLORENER ANWURF Home,145,54,134,0,De Decker M.,Littler L.
7,3-7,VERLORENER ANWURF Home,145,20,0,34,De Decker M.,Littler L.
8,3-7,VERLORENER ANWURF Home,80,20,65,0,De Decker M.,Littler L.
0,4-7,VERLORENER ANWURF Away,501,405,0,96,De Decker M.,Littler L.
1,4-7,VERLORENER ANWURF Away,443,405,58,0,De Decker M.,Littler L.
2,4-7,VERLORENER ANWURF Away,443,265,0,140,De Decker M.,Littler L.
3,4-7,VERLORENER ANWURF Away,344,265,99,0,De Decker M.,Littler L.
4,4-7,VERLORENER ANWURF Away,344,218,0,47,De Decker M.,Littler L.
5,4-7,VERLORENER ANWURF Away,204,218,140,0,De Decker M.,Littler L.
6,4-7,VERLORENER ANWURF Away,204,170,0,48,De Decker M.,Littler L.
7,4-7,VERLORENER ANWURF Away,36,170,168,0,De Decker M.,Littler L.
8,4-7,VERLORENER ANWURF Away,36,76,0,94,De Decker M.,Littler L.
0,5-7,,401,501,100,0,De Decker M.,Littler L.
1,5-7,,401,321,0,180,De Decker M.,Littler L.
2,5-7,,221,321,180,0,De Decker M.,Littler L.
3,5-7,,221,181,0,140,De Decker M.,Littler L.
4,5-7,,41,181,180,0,De Decker M.,Littler L.
5,5-7,,41,138,0,43,De Decker M.,Littler L.
0,5-8,,501,367,0,134,De Decker M.,Littler L.
1,5-8,,361,367,140,0,De Decker M.,Littler L.
2,5-8,,361,309,0,58,De Decker M.,Littler L.
3,5-8,,300,309,61,0,De Decker M.,Littler L.
4,5-8,,300,170,0,139,De Decker M.,Littler L.
5,5-8,,200,170,100,0,De Decker M.,Littler L.
6,5-8,,200,40,0,130,De Decker M.,Littler L.
7,5-8,,100,40,100,0,De Decker M.,Littler L.
0,0-1,,501,321,0,180,Littler L.,Wade J.
1,0-1,,405,321,96,0,Littler L.,Wade J.
2,0-1,,405,221,0,100,Littler L.,Wade J.
3,0-1,,309,221,96,0,Littler L.,Wade J.
4,0-1,,309,176,0,45,Littler L.,Wade J.
5,0-1,,250,176,59,0,Littler L.,Wade J.
6,0-1,,250,118,0,58,Littler L.,Wade J.
7,0-1,,150,118,100,0,Littler L.,Wade J.
0,0-2,VERLORENER ANWURF Home,443,501,58,0,Littler L.,Wade J.
1,0-2,VERLORENER ANWURF Home,443,423,0,78,Littler L.,Wade J.
2,0-2,VERLORENER ANWURF Home,344,423,99,0,Littler L.,Wade J.
3,0-2,VERLORENER ANWURF Home,344,283,0,140,Littler L.,Wade J.
4,0-2,VERLORENER ANWURF Home,244,283,100,0,Littler L.,Wade J.
5,0-2,VERLORENER ANWURF Home,244,184,0,99,Littler L.,Wade J.
6,0-2,VERLORENER ANWURF Home,104,184,140,0,Littler L.,Wade J.
7,0-2,VERLORENER ANWURF Home,104,56,0,128,Littler L.,Wade J.
8,0-2,VERLORENER ANWURF Home,40,56,64,0,Littler L.,Wade J.
9,0-2,VERLORENER ANWURF Home,40,20,0,36,Littler L.,Wade J.
10,0-2,VERLORENER ANWURF Home,10,20,30,0,Littler L.,Wade J.
0,1-2,VERLORENER ANWURF Away,501,401,0,100,Littler L.,Wade J.
1,1-2,VERLORENER ANWURF Away,408,401,93,0,Littler L.,Wade J.
2,1-2,VERLORENER ANWURF Away,408,341,0,60,Littler L.,Wade J.
3,1-2,VERLORENER ANWURF Away,268,341,140,0,Littler L.,Wade J.
4,1-2,VERLORENER ANWURF Away,268,258,0,83,Littler L.,Wade J.
5,1-2,VERLORENER ANWURF Away,170,258,98,0,Littler L.,Wade J.
6,1-2,VERLORENER ANWURF Away,170,158,0,100,Littler L.,Wade J.
7,1-2,VERLORENER ANWURF Away,25,158,145,0,Littler L.,Wade J.
8,1-2,VERLORENER ANWURF Away,25,24,0,134,Littler L.,Wade J.
0,2-2,,321,501,180,0,Littler L.,Wade J.
1,2-2,,321,441,0,60,Littler L.,Wade J.
2,2-2,,225,441,96,0,Littler L.,Wade J.
3,2-2,,225,341,0,100,Littler L.,Wade J.
4,2-2,,45,341,180,0,Littler L.,Wade J.
5,2-2,,45,281,0,60,Littler L.,Wade J.
0,3-2,VERLORENER ANWURF Away,501,361,0,140,Littler L.,Wade J.
1,3-2,VERLORENER ANWURF Away,361,361,140,0,Littler L.,Wade J.
2,3-2,VERLORENER ANWURF Away,361,227,0,134,Littler L.,Wade J.
3,3-2,VERLORENER ANWURF Away,313,227,48,0,Littler L.,Wade J.
4,3-2,VERLORENER ANWURF Away,313,136,0,91,Littler L.,Wade J.
5,3-2,VERLORENER ANWURF Away,133,136,180,0,Littler L.,Wade J.
6,3-2,VERLORENER ANWURF Away,133,78,0,58,Littler L.,Wade J.
7,3-2,VERLORENER ANWURF Away,40,78,93,0,Littler L.,Wade J.
8,3-2,VERLORENER ANWURF Away,40,38,0,40,Littler L.,Wade J.
0,3-3,VERLORENER ANWURF Home,367,501,134,0,Littler L.,Wade J.
1,3-3,VERLORENER ANWURF Home,367,457,0,44,Littler L.,Wade J.
2,3-3,VERLORENER ANWURF Home,324,457,43,0,Littler L.,Wade J.
3,3-3,VERLORENER ANWURF Home,324,362,0,95,Littler L.,Wade J.
4,3-3,VERLORENER ANWURF Home,265,362,59,0,Littler L.,Wade J.
5,3-3,VERLORENER ANWURF Home,265,306,0,56,Littler L.,Wade J.
6,3-3,VERLORENER ANWURF Home,204,306,61,0,Littler L.,Wade J.
7,3-3,VERLORENER ANWURF Home,204,170,0,136,Littler L.,Wade J.
8,3-3,VERLORENER ANWURF Home,112,170,92,0,Littler L.,Wade J.
9,3-3,VERLORENER ANWURF Home,112,70,0,100,Littler L.,Wade J.
10,3-3,VERLORENER ANWURF Home,20,70,92,0,Littler L.,Wade J.
0,4-3,VERLORENER ANWURF Away,501,401,0,100,Littler L.,Wade J.
1,4-3,VERLORENER ANWURF Away,321,401,180,0,Littler L.,Wade J.
2,4-3,VERLORENER ANWURF Away,321,318,0,83,Littler L.,Wade J.
3,4-3,VERLORENER ANWURF Away,181,318,140,0,Littler L.,Wade J.
4,4-3,VERLORENER ANWURF Away,181,218,0,100,Littler L.,Wade J.
5,4-3,VERLORENER ANWURF Away,54,218,127,0,Littler L.,Wade J.
6,4-3,VERLORENER ANWURF Away,54,118,0,100,Littler L.,Wade J.
0,5-3,,321,501,180,0,Littler L.,Wade J.
1,5-3,,321,401,0,100,Littler L.,Wade J.
2,5-3,,196,401,125,0,Littler L.,Wade J.
3,5-3,,196,318,0,83,Littler L.,Wade J.
4,5-3,,71,318,125,0,Littler L.,Wade J.
5,5-3,,71,178,0,140,Littler L.,Wade J.
6,5-3,,40,178,31,0,Littler L.,Wade J.
7,5-3,,40,40,0,138,Littler L.,Wade J.
0,6-3,VERLORENER ANWURF Away,501,441,0,60,Littler L.,Wade J.
1,6-3,VERLORENER ANWURF Away,401,441,100,0,Littler L.,Wade J.
2,6-3,VERLORENER ANWURF Away,401,396,0,45,Littler L.,Wade J.
3,6-3,VERLORENER ANWURF Away,344,396,57,0,Littler L.,Wade J.
4,6-3,VERLORENER ANWURF Away,344,256,0,140,Littler L.,Wade J.
5,6-3,VERLORENER ANWURF Away,164,256,180,0,Littler L.,Wade J.
6,6-3,VERLORENER ANWURF Away,164,136,0,120,Littler L.,Wade J.
7,6-3,VERLORENER ANWURF Away,25,136,139,0,Littler L.,Wade J.
8,6-3,VERLORENER ANWURF Away,25,96,0,40,Littler L.,Wade J.
0,7-3,,361,501,140,0,Littler L.,Wade J.
1,7-3,,361,401,0,100,Littler L.,Wade J.
2,7-3,,181,401,180,0,Littler L.,Wade J.
3,7-3,,181,261,0,140,Littler L.,Wade J.
4,7-3,,96,261,85,0,Littler L.,Wade J.
5,7-3,,96,206,0,55,Littler L.,Wade J.
6,7-3,,40,206,56,0,Littler L.,Wade J.
7,7-3,,40,90,0,116,Littler L.,Wade J.
0,1-0,VERLORENER ANWURF Away,501,405,0,96,De Decker M.,Smith R.
1,1-0,VERLORENER ANWURF Away,362,405,139,0,De Decker M.,Smith R.
2,1-0,VERLORENER ANWURF Away,362,309,0,96,De Decker M.,Smith R.
3,1-0,VERLORENER ANWURF Away,182,309,180,0,De Decker M.,Smith R.
4,1-0,VERLORENER ANWURF Away,182,210,0,99,De Decker M.,Smith R.
5,1-0,VERLORENER ANWURF Away,86,210,96,0,De Decker M.,Smith R.
6,1-0,VERLORENER ANWURF Away,86,110,0,100,De Decker M.,Smith R.
7,1-0,VERLORENER ANWURF Away,16,110,70,0,De Decker M.,Smith R.
8,1-0,VERLORENER ANWURF Away,16,68,0,42,De Decker M.,Smith R.
0,2-0,,361,501,140,0,De Decker M.,Smith R.
1,2-0,,361,361,0,140,De Decker M.,Smith R.
2,2-0,,181,361,180,0,De Decker M.,Smith R.
3,2-0,,181,280,0,81,De Decker M.,Smith R.
4,2-0,,16,280,165,0,De Decker M.,Smith R.
5,2-0,,16,100,0,180,De Decker M.,Smith R.
0,2-1,,501,401,0,100,De Decker M.,Smith R.
1,2-1,,367,401,134,0,De Decker M.,Smith R.
2,2-1,,367,261,0,140,De Decker M.,Smith R.
3,2-1,,267,261,100,0,De Decker M.,Smith R.
4,2-1,,267,176,0,85,De Decker M.,Smith R.
5,2-1,,226,176,41,0,De Decker M.,Smith R.
6,2-1,,226,40,0,136,De Decker M.,Smith R.
7,2-1,,170,40,56,0,De Decker M.,Smith R.
8,2-1,,170,20,0,20,De Decker M.,Smith R.
9,2-1,,112,20,58,0,De Decker M.,Smith R.
0,2-2,VERLORENER ANWURF Home,442,501,59,0,De Decker M.,Smith R.
1,2-2,VERLORENER ANWURF Home,442,321,0,180,De Decker M.,Smith R.
2,2-2,VERLORENER ANWURF Home,384,321,58,0,De Decker M.,Smith R.
3,2-2,VERLORENER ANWURF Home,384,141,0,180,De Decker M.,Smith R.
4,2-2,VERLORENER ANWURF Home,247,141,137,0,De Decker M.,Smith R.
5,2-2,VERLORENER ANWURF Home,247,81,0,60,De Decker M.,Smith R.
6,2-2,VERLORENER ANWURF Home,154,81,93,0,De Decker M.,Smith R.
0,3-2,VERLORENER ANWURF Away,501,461,0,40,De Decker M.,Smith R.
1,3-2,VERLORENER ANWURF Away,402,461,99,0,De Decker M.,Smith R.
2,3-2,VERLORENER ANWURF Away,402,376,0,85,De Decker M.,Smith R.
3,3-2,VERLORENER ANWURF Away,302,376,100,0,De Decker M.,Smith R.
4,3-2,VERLORENER ANWURF Away,302,317,0,59,De Decker M.,Smith R.
5,3-2,VERLORENER ANWURF Away,170,317,132,0,De Decker M.,Smith R.
6,3-2,VERLORENER ANWURF Away,170,217,0,100,De Decker M.,Smith R.
7,3-2,VERLORENER ANWURF Away,74,217,96,0,De Decker M.,Smith R.
8,3-2,VERLORENER ANWURF Away,74,82,0,135,De Decker M.,Smith R.
0,4-2,,361,501,140,0,De Decker M.,Smith R.
1,4-2,,361,361,0,140,De Decker M.,Smith R.
2,4-2,,230,361,131,0,De Decker M.,Smith R.
3,4-2,,230,304,0,57,De Decker M.,Smith R.
4,4-2,,130,304,100,0,De Decker M.,Smith R.
5,4-2,,130,164,0,140,De Decker M.,Smith R.
6,4-2,,65,164,65,0,De Decker M.,Smith R.
7,4-2,,65,107,0,57,De Decker M.,Smith R.
0,4-3,,501,401,0,100,De Decker M.,Smith R.
1,4-3,,441,401,60,0,De Decker M.,Smith R.
2,4-3,,441,221,0,180,De Decker M.,Smith R.
3,4-3,,261,221,180,0,De Decker M.,Smith R.
4,4-3,,261,100,0,121,De Decker M.,Smith R.
5,4-3,,140,100,121,0,De Decker M.,Smith R.
6,4-3,,140,40,0,60,De Decker M.,Smith R.
7,4-3,,80,40,60,0,De Decker M.,Smith R.
0,4-4,VERLORENER ANWURF Home,401,501,100,0,De Decker M.,Smith R.
1,4-4,VERLORENER ANWURF Home,401,361,0,140,De Decker M.,Smith R.
2,4-4,VERLORENER ANWURF Home,261,361,140,0,De Decker M.,Smith R.
3,4-4,VERLORENER ANWURF Home,261,261,0,100,De Decker M.,Smith R.
4,4-4,VERLORENER ANWURF Home,140,261,121,0,De Decker M.,Smith R.
5,4-4,VERLORENER ANWURF Home,140,204,0,57,De Decker M.,Smith R.
6,4-4,VERLORENER ANWURF Home,56,204,84,0,De Decker M.,Smith R.
7,4-4,VERLORENER ANWURF Home,56,104,0,100,De Decker M.,Smith R.
8,4-4,VERLORENER ANWURF Home,20,104,36,0,De Decker M.,Smith R.
9,4-4,VERLORENER ANWURF Home,20,48,0,56,De Decker M.,Smith R.
10,4-4,VERLORENER ANWURF Home,10,48,10,0,De Decker M.,Smith R.
11,4-4,VERLORENER ANWURF Home,10,16,0,32,De Decker M.,Smith R.
12,4-4,VERLORENER ANWURF Home,4,16,6,0,De Decker M.,Smith R.
0,4-5,,501,416,0,85,De Decker M.,Smith R.
1,4-5,,361,416,140,0,De Decker M.,Smith R.
2,4-5,,361,236,0,180,De Decker M.,Smith R.
3,4-5,,236,236,125,0,De Decker M.,Smith R.
4,4-5,,236,139,0,97,De Decker M.,Smith R.
5,4-5,,157,139,79,0,De Decker M.,Smith R.
6,4-5,,157,40,0,99,De Decker M.,Smith R.
7,4-5,,100,40,57,0,De Decker M.,Smith R.
0,4-6,VERLORENER ANWURF Home,441,501,60,0,De Decker M.,Smith R.
1,4-6,VERLORENER ANWURF Home,441,361,0,140,De Decker M.,Smith R.
2,4-6,VERLORENER ANWURF Home,306,361,135,0,De Decker M.,Smith R.
3,4-6,VERLORENER ANWURF Home,306,181,0,180,De Decker M.,Smith R.
4,4-6,VERLORENER ANWURF Home,207,181,99,0,De Decker M.,Smith R.
5,4-6,VERLORENER ANWURF Home,207,81,0,100,De Decker M.,Smith R.
6,4-6,VERLORENER ANWURF Home,74,81,133,0,De Decker M.,Smith R.
7,4-6,VERLORENER ANWURF Home,74,48,0,33,De Decker M.,Smith R.
8,4-6,VERLORENER ANWURF Home,20,48,54,0,De Decker M.,Smith R.
0,5-6,VERLORENER ANWURF Away,501,441,0,60,De Decker M.,Smith R.
1,5-6,VERLORENER ANWURF Away,378,441,123,0,De Decker M.,Smith R.
2,5-6,VERLORENER ANWURF Away,378,341,0,100,De Decker M.,Smith R.
3,5-6,VERLORENER ANWURF Away,244,341,134,0,De Decker M.,Smith R.
4,5-6,VERLORENER ANWURF Away,244,201,0,140,De Decker M.,Smith R.
5,5-6,VERLORENER ANWURF Away,104,201,140,0,De Decker M.,Smith R.
6,5-6,VERLORENER ANWURF Away,104,76,0,125,De Decker M.,Smith R.
7,5-6,VERLORENER ANWURF Away,28,76,76,0,De Decker M.,Smith R.
8,5-6,VERLORENER ANWURF Away,28,32,0,44,De Decker M.,Smith R.
0,6-6,,416,501,85,0,De Decker M.,Smith R.
1,6-6,,416,460,0,41,De Decker M.,Smith R.
2,6-6,,236,460,180,0,De Decker M.,Smith R.
3,6-6,,236,417,0,43,De Decker M.,Smith R.
4,6-6,,194,417,42,0,De Decker M.,Smith R.
5,6-6,,194,277,0,140,De Decker M.,Smith R.
6,6-6,,60,277,134,0,De Decker M.,Smith R.
7,6-6,,60,177,0,100,De Decker M.,Smith R.
