Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,1-0,,401,501,100,0,Chisnall D.,Smith R.
1,1-0,,401,401,0,100,Chisnall D.,Smith R.
2,1-0,,261,401,140,0,Chisnall D.,Smith R.
3,1-0,,261,308,0,93,Chisnall D.,Smith R.
4,1-0,,140,308,121,0,Chisnall D.,Smith R.
5,1-0,,140,210,0,98,Chisnall D.,Smith R.
6,1-0,,80,210,60,0,Chisnall D.,Smith R.
7,1-0,,80,110,0,100,Chisnall D.,Smith R.
8,1-0,,20,110,60,0,Chisnall D.,Smith R.
9,1-0,,20,66,0,44,Chisnall D.,Smith R.
0,1-1,,501,401,0,100,Chisnall D.,Smith R.
1,1-1,,361,401,140,0,Chisnall D.,Smith R.
2,1-1,,361,221,0,180,Chisnall D.,Smith R.
3,1-1,,306,221,55,0,Chisnall D.,Smith R.
4,1-1,,306,126,0,95,Chisnall D.,Smith R.
5,1-1,,248,126,58,0,Chisnall D.,Smith R.
6,1-1,,248,32,0,94,Chisnall D.,Smith R.
7,1-1,,108,32,140,0,Chisnall D.,Smith R.
8,1-1,,108,32,0,0,Chisnall D.,Smith R.
9,1-1,,16,32,92,0,Chisnall D.,Smith R.
0,2-1,,408,501,93,0,Chisnall D.,Smith R.
1,2-1,,408,444,0,57,Chisnall D.,Smith R.
2,2-1,,350,444,58,0,Chisnall D.,Smith R.
3,2-1,,350,384,0,60,Chisnall D.,Smith R.
4,2-1,,290,384,60,0,Chisnall D.,Smith R.
5,2-1,,290,244,0,140,Chisnall D.,Smith R.
6,2-1,,230,244,60,0,Chisnall D.,Smith R.
7,2-1,,230,204,0,40,Chisnall D.,Smith R.
8,2-1,,90,204,140,0,Chisnall D.,Smith R.
9,2-1,,90,146,0,58,Chisnall D.,Smith R.
10,2-1,,40,146,50,0,Chisnall D.,Smith R.
11,2-1,,40,50,0,96,Chisnall D.,Smith R.
12,2-1,,10,50,30,0,Chisnall D.,Smith R.
13,2-1,,10,16,0,34,Chisnall D.,Smith R.
0,2-2,,501,361,0,140,Chisnall D.,Smith R.
1,2-2,,441,361,60,0,Chisnall D.,Smith R.
2,2-2,,441,301,0,60,Chisnall D.,Smith R.
3,2-2,,396,301,45,0,Chisnall D.,Smith R.
4,2-2,,396,161,0,140,Chisnall D.,Smith R.
5,2-2,,296,161,100,0,Chisnall D.,Smith R.
6,2-2,,296,91,0,70,Chisnall D.,Smith R.
7,2-2,,236,91,60,0,Chisnall D.,Smith R.
0,3-2,,361,501,140,0,Chisnall D.,Smith R.
1,3-2,,361,401,0,100,Chisnall D.,Smith R.
2,3-2,,304,401,57,0,Chisnall D.,Smith R.
3,3-2,,304,221,0,180,Chisnall D.,Smith R.
4,3-2,,164,221,140,0,Chisnall D.,Smith R.
5,3-2,,164,125,0,96,Chisnall D.,Smith R.
6,3-2,,60,125,104,0,Chisnall D.,Smith R.
7,3-2,,60,60,0,65,Chisnall D.,Smith R.
0,3-3,,501,370,0,131,Chisnall D.,Smith R.
1,3-3,,451,370,50,0,Chisnall D.,Smith R.
2,3-3,,451,230,0,140,Chisnall D.,Smith R.
3,3-3,,317,230,134,0,Chisnall D.,Smith R.
4,3-3,,317,50,0,180,Chisnall D.,Smith R.
5,3-3,,217,50,100,0,Chisnall D.,Smith R.
0,4-3,,381,501,120,0,Chisnall D.,Smith R.
1,4-3,,381,443,0,58,Chisnall D.,Smith R.
2,4-3,,285,443,96,0,Chisnall D.,Smith R.
3,4-3,,285,263,0,180,Chisnall D.,Smith R.
4,4-3,,145,263,140,0,Chisnall D.,Smith R.
5,4-3,,145,167,0,96,Chisnall D.,Smith R.
6,4-3,,80,167,65,0,Chisnall D.,Smith R.
7,4-3,,80,74,0,93,Chisnall D.,Smith R.
8,4-3,,40,74,40,0,Chisnall D.,Smith R.
9,4-3,,40,16,0,58,Chisnall D.,Smith R.
0,5-3,VERLORENER ANWURF Away,501,405,0,96,Chisnall D.,Smith R.
1,5-3,VERLORENER ANWURF Away,376,405,125,0,Chisnall D.,Smith R.
2,5-3,VERLORENER ANWURF Away,376,312,0,93,Chisnall D.,Smith R.
3,5-3,VERLORENER ANWURF Away,276,312,100,0,Chisnall D.,Smith R.
4,5-3,VERLORENER ANWURF Away,276,252,0,60,Chisnall D.,Smith R.
5,5-3,VERLORENER ANWURF Away,216,252,60,0,Chisnall D.,Smith R.
6,5-3,VERLORENER ANWURF Away,216,192,0,60,Chisnall D.,Smith R.
7,5-3,VERLORENER ANWURF Away,76,192,140,0,Chisnall D.,Smith R.
8,5-3,VERLORENER ANWURF Away,76,164,0,28,Chisnall D.,Smith R.
0,6-3,,321,501,180,0,Chisnall D.,Smith R.
1,6-3,,321,420,0,81,Chisnall D.,Smith R.
2,6-3,,263,420,58,0,Chisnall D.,Smith R.
3,6-3,,263,361,0,59,Chisnall D.,Smith R.
4,6-3,,126,361,137,0,Chisnall D.,Smith R.
5,6-3,,126,302,0,59,Chisnall D.,Smith R.
6,6-3,,68,302,58,0,Chisnall D.,Smith R.
7,6-3,,68,210,0,92,Chisnall D.,Smith R.
0,6-4,,501,444,0,57,Chisnall D.,Smith R.
1,6-4,,405,444,96,0,Chisnall D.,Smith R.
2,6-4,,405,344,0,100,Chisnall D.,Smith R.
3,6-4,,310,344,95,0,Chisnall D.,Smith R.
4,6-4,,310,284,0,60,Chisnall D.,Smith R.
5,6-4,,266,284,44,0,Chisnall D.,Smith R.
6,6-4,,266,144,0,140,Chisnall D.,Smith R.
7,6-4,,220,144,46,0,Chisnall D.,Smith R.
0,6-5,VERLORENER ANWURF Home,401,501,100,0,Chisnall D.,Smith R.
1,6-5,VERLORENER ANWURF Home,401,321,0,180,Chisnall D.,Smith R.
2,6-5,VERLORENER ANWURF Home,318,321,83,0,Chisnall D.,Smith R.
3,6-5,VERLORENER ANWURF Home,318,228,0,93,Chisnall D.,Smith R.
4,6-5,VERLORENER ANWURF Home,241,228,77,0,Chisnall D.,Smith R.
5,6-5,VERLORENER ANWURF Home,241,170,0,58,Chisnall D.,Smith R.
6,6-5,VERLORENER ANWURF Home,142,170,99,0,Chisnall D.,Smith R.
7,6-5,VERLORENER ANWURF Home,142,36,0,134,Chisnall D.,Smith R.
8,6-5,VERLORENER ANWURF Home,122,36,20,0,Chisnall D.,Smith R.
9,6-5,VERLORENER ANWURF Home,122,18,0,18,Chisnall D.,Smith R.
10,6-5,VERLORENER ANWURF Home,25,18,97,0,Chisnall D.,Smith R.
0,6-6,,501,442,0,59,Chisnall D.,Smith R.
1,6-6,,441,442,60,0,Chisnall D.,Smith R.
2,6-6,,441,302,0,140,Chisnall D.,Smith R.
