id,name,city,hash_image,country_id,country_name,country_hash_image,geolocation,opened,operator,cost
33959,Salzburg Arena,Salzburg,e61cb6c98ce212a9769e4adb53705eb3524d6e8954d28e24a6c32bcd61c36e59,79,Austria,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,"[{'name': 'Salzburg', 'type': 'locality', 'label': 'Salzburg, Austria', 'county': 'Salzburg Umgebung', 'region': 'Salzburg', 'latitude': 47.82287, 'locality': 'Salzburg', 'continent': 'Europe', 'longitude': 12.995288, 'confidence': 1, 'region_code': 'SZ', 'country_code': 'AUT', 'administrative_area': 'Wals-Siezenheim'}]",,,
37443,Alexandra Palace,London,d9bd77b282d740aaf7ea7c7405c72065c4a94543a3dbb923437f44b3dba0a6d9,4,England,69374b09b1681162ba2d6bba92d6a167ea5ca5921eb172eb173e999e3be5d8ba,"[{'name': 'London', 'type': 'locality', 'label': 'London, England, United Kingdom', 'region': 'Greater London', 'latitude': 51.509648, 'locality': 'London', 'continent': 'Europe', 'longitude': -0.099076, 'confidence': 1, 'country_code': 'GBR'}]",Start date,Alexandra Park and Palace Charitable Trust,formatprice
