Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,0-1,,501,361,0,140,Chisnall D.,Pietreczko R.
1,0-1,,401,361,100,0,Chisnall D.,Pietreczko R.
2,0-1,,401,221,0,140,Chisnall D.,Pietreczko R.
3,0-1,,301,221,100,0,Chisnall D.,Pietreczko R.
4,0-1,,301,81,0,140,Chisnall D.,Pietreczko R.
5,0-1,,241,81,60,0,Chisnall D.,Pietreczko R.
6,0-1,,241,4,0,77,Chisnall D.,Pietreczko R.
7,0-1,,142,4,99,0,Chisnall D.,Pietreczko R.
0,1-1,,405,501,96,0,Chisnall D.,Pietreczko R.
1,1-1,,405,361,0,140,Chisnall D.,Pietreczko R.
2,1-1,,283,361,122,0,Chisnall D.,Pietreczko R.
3,1-1,,283,261,0,100,Chisnall D.,Pietreczko R.
4,1-1,,148,261,135,0,Chisnall D.,Pietreczko R.
5,1-1,,148,161,0,100,Chisnall D.,Pietreczko R.
6,1-1,,48,161,100,0,Chisnall D.,Pietreczko R.
7,1-1,,48,115,0,46,Chisnall D.,Pietreczko R.
0,2-1,VERLORENER ANWURF Away,501,441,0,60,Chisnall D.,Pietreczko R.
1,2-1,VERLORENER ANWURF Away,364,441,137,0,Chisnall D.,Pietreczko R.
2,2-1,VERLORENER ANWURF Away,364,301,0,140,Chisnall D.,Pietreczko R.
3,2-1,VERLORENER ANWURF Away,319,301,45,0,Chisnall D.,Pietreczko R.
4,2-1,VERLORENER ANWURF Away,319,242,0,59,Chisnall D.,Pietreczko R.
5,2-1,VERLORENER ANWURF Away,222,242,97,0,Chisnall D.,Pietreczko R.
6,2-1,VERLORENER ANWURF Away,222,102,0,140,Chisnall D.,Pietreczko R.
7,2-1,VERLORENER ANWURF Away,88,102,134,0,Chisnall D.,Pietreczko R.
8,2-1,VERLORENER ANWURF Away,88,16,0,86,Chisnall D.,Pietreczko R.
0,3-1,,361,501,140,0,Chisnall D.,Pietreczko R.
1,3-1,,361,401,0,100,Chisnall D.,Pietreczko R.
2,3-1,,262,401,99,0,Chisnall D.,Pietreczko R.
3,3-1,,262,304,0,97,Chisnall D.,Pietreczko R.
4,3-1,,134,304,128,0,Chisnall D.,Pietreczko R.
5,3-1,,134,221,0,83,Chisnall D.,Pietreczko R.
6,3-1,,40,221,94,0,Chisnall D.,Pietreczko R.
7,3-1,,40,81,0,140,Chisnall D.,Pietreczko R.
0,3-2,,501,401,0,100,Chisnall D.,Pietreczko R.
1,3-2,,401,401,100,0,Chisnall D.,Pietreczko R.
2,3-2,,401,261,0,140,Chisnall D.,Pietreczko R.
3,3-2,,360,261,41,0,Chisnall D.,Pietreczko R.
4,3-2,,360,161,0,100,Chisnall D.,Pietreczko R.
5,3-2,,314,161,46,0,Chisnall D.,Pietreczko R.
6,3-2,,314,66,0,95,Chisnall D.,Pietreczko R.
7,3-2,,229,66,85,0,Chisnall D.,Pietreczko R.
0,4-2,,401,501,100,0,Chisnall D.,Pietreczko R.
1,4-2,,401,441,0,60,Chisnall D.,Pietreczko R.
2,4-2,,373,441,28,0,Chisnall D.,Pietreczko R.
3,4-2,,373,341,0,100,Chisnall D.,Pietreczko R.
4,4-2,,318,341,55,0,Chisnall D.,Pietreczko R.
5,4-2,,318,201,0,140,Chisnall D.,Pietreczko R.
6,4-2,,138,201,180,0,Chisnall D.,Pietreczko R.
7,4-2,,138,102,0,99,Chisnall D.,Pietreczko R.
8,4-2,,40,102,98,0,Chisnall D.,Pietreczko R.
9,4-2,,40,41,0,61,Chisnall D.,Pietreczko R.
0,4-3,,501,361,0,140,Chisnall D.,Pietreczko R.
1,4-3,,406,361,95,0,Chisnall D.,Pietreczko R.
2,4-3,,406,261,0,100,Chisnall D.,Pietreczko R.
3,4-3,,351,261,55,0,Chisnall D.,Pietreczko R.
4,4-3,,351,204,0,57,Chisnall D.,Pietreczko R.
5,4-3,,255,204,96,0,Chisnall D.,Pietreczko R.
6,4-3,,255,125,0,79,Chisnall D.,Pietreczko R.
7,4-3,,75,125,180,0,Chisnall D.,Pietreczko R.
8,4-3,,75,36,0,89,Chisnall D.,Pietreczko R.
9,4-3,,40,36,35,0,Chisnall D.,Pietreczko R.
0,4-4,VERLORENER ANWURF Home,474,501,27,0,Chisnall D.,Pietreczko R.
1,4-4,VERLORENER ANWURF Home,474,460,0,41,Chisnall D.,Pietreczko R.
2,4-4,VERLORENER ANWURF Home,429,460,45,0,Chisnall D.,Pietreczko R.
3,4-4,VERLORENER ANWURF Home,429,400,0,60,Chisnall D.,Pietreczko R.
4,4-4,VERLORENER ANWURF Home,289,400,140,0,Chisnall D.,Pietreczko R.
5,4-4,VERLORENER ANWURF Home,289,319,0,81,Chisnall D.,Pietreczko R.
6,4-4,VERLORENER ANWURF Home,189,319,100,0,Chisnall D.,Pietreczko R.
7,4-4,VERLORENER ANWURF Home,189,219,0,100,Chisnall D.,Pietreczko R.
8,4-4,VERLORENER ANWURF Home,24,219,165,0,Chisnall D.,Pietreczko R.
9,4-4,VERLORENER ANWURF Home,24,82,0,137,Chisnall D.,Pietreczko R.
10,4-4,VERLORENER ANWURF Home,6,82,18,0,Chisnall D.,Pietreczko R.
0,4-5,,501,401,0,100,Chisnall D.,Pietreczko R.
1,4-5,,400,401,101,0,Chisnall D.,Pietreczko R.
2,4-5,,400,301,0,100,Chisnall D.,Pietreczko R.
3,4-5,,260,301,140,0,Chisnall D.,Pietreczko R.
4,4-5,,260,161,0,140,Chisnall D.,Pietreczko R.
5,4-5,,120,161,140,0,Chisnall D.,Pietreczko R.
