Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away
0,0-1,VERLORENER ANWURF Home,376,501,125,0,Schindler M.,Price G.
1,0-1,VERLORENER ANWURF Home,376,321,0,180,Schindler M.,Price G.
2,0-1,VERLORENER ANWURF Home,333,321,43,0,Schindler M.,Price G.
3,0-1,VERLORENER ANWURF Home,333,144,0,177,Schindler M.,Price G.
4,0-1,VERLORENER ANWURF Home,237,144,96,0,Schindler M.,Price G.
5,0-1,VERLORENER ANWURF Home,237,55,0,89,Schindler M.,Price G.
6,0-1,VERLORENER ANWURF Home,137,55,100,0,Schindler M.,Price G.
0,0-2,,501,442,0,59,Schindler M.,Price G.
1,0-2,,361,442,140,0,Schindler M.,Price G.
2,0-2,,361,385,0,57,Schindler M.,Price G.
3,0-2,,303,385,58,0,Schindler M.,Price G.
4,0-2,,303,205,0,180,Schindler M.,Price G.
5,0-2,,244,205,59,0,Schindler M.,Price G.
6,0-2,,244,100,0,105,Schindler M.,Price G.
7,0-2,,150,100,94,0,Schindler M.,Price G.
8,0-2,,150,20,0,80,Schindler M.,Price G.
9,0-2,,18,20,132,0,Schindler M.,Price G.
0,1-2,,401,501,100,0,Schindler M.,Price G.
1,1-2,,401,361,0,140,Schindler M.,Price G.
2,1-2,,347,361,54,0,Schindler M.,Price G.
3,1-2,,347,221,0,140,Schindler M.,Price G.
4,1-2,,213,221,134,0,Schindler M.,Price G.
5,1-2,,213,126,0,95,Schindler M.,Price G.
6,1-2,,73,126,140,0,Schindler M.,Price G.
7,1-2,,73,25,0,101,Schindler M.,Price G.
0,2-2,VERLORENER ANWURF Away,501,421,0,80,Schindler M.,Price G.
1,2-2,VERLORENER ANWURF Away,441,421,60,0,Schindler M.,Price G.
2,2-2,VERLORENER ANWURF Away,441,281,0,140,Schindler M.,Price G.
3,2-2,VERLORENER ANWURF Away,344,281,97,0,Schindler M.,Price G.
4,2-2,VERLORENER ANWURF Away,344,182,0,99,Schindler M.,Price G.
5,2-2,VERLORENER ANWURF Away,210,182,134,0,Schindler M.,Price G.
6,2-2,VERLORENER ANWURF Away,210,133,0,49,Schindler M.,Price G.
7,2-2,VERLORENER ANWURF Away,152,133,58,0,Schindler M.,Price G.
8,2-2,VERLORENER ANWURF Away,152,16,0,117,Schindler M.,Price G.
9,2-2,VERLORENER ANWURF Away,52,16,100,0,Schindler M.,Price G.
10,2-2,VERLORENER ANWURF Away,52,8,0,8,Schindler M.,Price G.
0,3-2,,364,501,137,0,Schindler M.,Price G.
1,3-2,,364,404,0,97,Schindler M.,Price G.
2,3-2,,229,404,135,0,Schindler M.,Price G.
3,3-2,,229,307,0,97,Schindler M.,Price G.
4,3-2,,89,307,140,0,Schindler M.,Price G.
5,3-2,,89,208,0,99,Schindler M.,Price G.
6,3-2,,16,208,73,0,Schindler M.,Price G.
7,3-2,,16,28,0,180,Schindler M.,Price G.
0,3-3,,501,361,0,140,Schindler M.,Price G.
1,3-3,,416,361,85,0,Schindler M.,Price G.
2,3-3,,416,227,0,134,Schindler M.,Price G.
3,3-3,,361,227,55,0,Schindler M.,Price G.
4,3-3,,361,168,0,59,Schindler M.,Price G.
5,3-3,,270,168,91,0,Schindler M.,Price G.
6,3-3,,270,40,0,128,Schindler M.,Price G.
7,3-3,,130,40,140,0,Schindler M.,Price G.
0,3-4,VERLORENER ANWURF Home,444,501,57,0,Schindler M.,Price G.
1,3-4,VERLORENER ANWURF Home,444,361,0,140,Schindler M.,Price G.
2,3-4,VERLORENER ANWURF Home,344,361,100,0,Schindler M.,Price G.
3,3-4,VERLORENER ANWURF Home,344,181,0,180,Schindler M.,Price G.
4,3-4,VERLORENER ANWURF Home,248,181,96,0,Schindler M.,Price G.
5,3-4,VERLORENER ANWURF Home,248,76,0,105,Schindler M.,Price G.
6,3-4,VERLORENER ANWURF Home,148,76,100,0,Schindler M.,Price G.
7,3-4,VERLORENER ANWURF Home,148,8,0,68,Schindler M.,Price G.
8,3-4,VERLORENER ANWURF Home,56,8,92,0,Schindler M.,Price G.
0,4-4,VERLORENER ANWURF Away,501,405,0,96,Schindler M.,Price G.
1,4-4,VERLORENER ANWURF Away,361,405,140,0,Schindler M.,Price G.
2,4-4,VERLORENER ANWURF Away,361,305,0,100,Schindler M.,Price G.
3,4-4,VERLORENER ANWURF Away,221,305,140,0,Schindler M.,Price G.
4,4-4,VERLORENER ANWURF Away,221,213,0,92,Schindler M.,Price G.
5,4-4,VERLORENER ANWURF Away,125,213,96,0,Schindler M.,Price G.
6,4-4,VERLORENER ANWURF Away,125,122,0,91,Schindler M.,Price G.
7,4-4,VERLORENER ANWURF Away,80,122,45,0,Schindler M.,Price G.
8,4-4,VERLORENER ANWURF Away,80,25,0,97,Schindler M.,Price G.
0,5-4,,441,501,60,0,Schindler M.,Price G.
1,5-4,,441,321,0,180,Schindler M.,Price G.
2,5-4,,357,321,84,0,Schindler M.,Price G.
3,5-4,,357,244,0,77,Schindler M.,Price G.
4,5-4,,220,244,137,0,Schindler M.,Price G.
5,5-4,,220,104,0,140,Schindler M.,Price G.
6,5-4,,120,104,100,0,Schindler M.,Price G.
7,5-4,,120,56,0,48,Schindler M.,Price G.
0,6-4,VERLORENER ANWURF Away,501,442,0,59,Schindler M.,Price G.
1,6-4,VERLORENER ANWURF Away,441,442,60,0,Schindler M.,Price G.
2,6-4,VERLORENER ANWURF Away,441,342,0,100,Schindler M.,Price G.
3,6-4,VERLORENER ANWURF Away,301,342,140,0,Schindler M.,Price G.
4,6-4,VERLORENER ANWURF Away,301,242,0,100,Schindler M.,Price G.
5,6-4,VERLORENER ANWURF Away,205,242,96,0,Schindler M.,Price G.
6,6-4,VERLORENER ANWURF Away,205,142,0,100,Schindler M.,Price G.
7,6-4,VERLORENER ANWURF Away,60,142,145,0,Schindler M.,Price G.
8,6-4,VERLORENER ANWURF Away,60,97,0,45,Schindler M.,Price G.
9,6-4,VERLORENER ANWURF Away,20,97,40,0,Schindler M.,Price G.
10,6-4,VERLORENER ANWURF Away,20,10,0,87,Schindler M.,Price G.
11,6-4,VERLORENER ANWURF Away,5,10,15,0,Schindler M.,Price G.
12,6-4,VERLORENER ANWURF Away,5,10,0,0,Schindler M.,Price G.
0,7-4,,324,501,177,0,Schindler M.,Price G.
1,7-4,,324,361,0,140,Schindler M.,Price G.
2,7-4,,189,361,135,0,Schindler M.,Price G.
3,7-4,,189,221,0,140,Schindler M.,Price G.
4,7-4,,24,221,165,0,Schindler M.,Price G.
5,7-4,,24,116,0,105,Schindler M.,Price G.
0,7-5,,501,321,0,180,Schindler M.,Price G.
1,7-5,,419,321,82,0,Schindler M.,Price G.
2,7-5,,419,225,0,96,Schindler M.,Price G.
3,7-5,,294,225,125,0,Schindler M.,Price G.
4,7-5,,294,80,0,145,Schindler M.,Price G.
5,7-5,,198,80,96,0,Schindler M.,Price G.
0,8-5,,361,501,140,0,Schindler M.,Price G.
1,8-5,,361,442,0,59,Schindler M.,Price G.
2,8-5,,303,442,58,0,Schindler M.,Price G.
3,8-5,,303,346,0,96,Schindler M.,Price G.
4,8-5,,204,346,99,0,Schindler M.,Price G.
5,8-5,,204,253,0,93,Schindler M.,Price G.
6,8-5,,104,253,100,0,Schindler M.,Price G.
7,8-5,,104,160,0,93,Schindler M.,Price G.
8,8-5,,48,160,56,0,Schindler M.,Price G.
9,8-5,,48,80,0,80,Schindler M.,Price G.
0,0-1,,501,364,0,137,Bunting S.,Price G.
1,0-1,,401,364,100,0,Bunting S.,Price G.
2,0-1,,401,224,0,140,Bunting S.,Price G.
3,0-1,,320,224,81,0,Bunting S.,Price G.
4,0-1,,320,182,0,42,Bunting S.,Price G.
5,0-1,,183,182,137,0,Bunting S.,Price G.
6,0-1,,183,97,0,85,Bunting S.,Price G.
7,0-1,,123,97,60,0,Bunting S.,Price G.
8,0-1,,123,24,0,73,Bunting S.,Price G.
9,0-1,,61,24,62,0,Bunting S.,Price G.
0,1-1,,401,501,100,0,Bunting S.,Price G.
1,1-1,,401,420,0,81,Bunting S.,Price G.
2,1-1,,270,420,131,0,Bunting S.,Price G.
3,1-1,,270,392,0,28,Bunting S.,Price G.
4,1-1,,90,392,180,0,Bunting S.,Price G.
5,1-1,,90,334,0,58,Bunting S.,Price G.
6,1-1,,48,334,42,0,Bunting S.,Price G.
7,1-1,,48,234,0,100,Bunting S.,Price G.
0,1-2,,501,401,0,100,Bunting S.,Price G.
1,1-2,,405,401,96,0,Bunting S.,Price G.
2,1-2,,405,344,0,57,Bunting S.,Price G.
3,1-2,,320,344,85,0,Bunting S.,Price G.
4,1-2,,320,204,0,140,Bunting S.,Price G.
5,1-2,,224,204,96,0,Bunting S.,Price G.
6,1-2,,224,64,0,140,Bunting S.,Price G.
7,1-2,,89,64,135,0,Bunting S.,Price G.
0,1-3,VERLORENER ANWURF Home,405,501,96,0,Bunting S.,Price G.
1,1-3,VERLORENER ANWURF Home,405,361,0,140,Bunting S.,Price G.
2,1-3,VERLORENER ANWURF Home,305,361,100,0,Bunting S.,Price G.
3,1-3,VERLORENER ANWURF Home,305,278,0,83,Bunting S.,Price G.
4,1-3,VERLORENER ANWURF Home,207,278,98,0,Bunting S.,Price G.
5,1-3,VERLORENER ANWURF Home,207,179,0,99,Bunting S.,Price G.
6,1-3,VERLORENER ANWURF Home,147,179,60,0,Bunting S.,Price G.
7,1-3,VERLORENER ANWURF Home,147,42,0,137,Bunting S.,Price G.
8,1-3,VERLORENER ANWURF Home,32,42,115,0,Bunting S.,Price G.
0,1-4,,501,404,0,97,Bunting S.,Price G.
1,1-4,,401,404,100,0,Bunting S.,Price G.
2,1-4,,401,323,0,81,Bunting S.,Price G.
3,1-4,,341,323,60,0,Bunting S.,Price G.
4,1-4,,341,227,0,96,Bunting S.,Price G.
5,1-4,,201,227,140,0,Bunting S.,Price G.
6,1-4,,201,47,0,180,Bunting S.,Price G.
7,1-4,,101,47,100,0,Bunting S.,Price G.
0,2-4,,321,501,180,0,Bunting S.,Price G.
1,2-4,,321,361,0,140,Bunting S.,Price G.
2,2-4,,144,361,177,0,Bunting S.,Price G.
3,2-4,,144,261,0,100,Bunting S.,Price G.
4,2-4,,48,261,96,0,Bunting S.,Price G.
5,2-4,,48,239,0,22,Bunting S.,Price G.
0,3-4,VERLORENER ANWURF Away,501,401,0,100,Bunting S.,Price G.
1,3-4,VERLORENER ANWURF Away,321,401,180,0,Bunting S.,Price G.
2,3-4,VERLORENER ANWURF Away,321,305,0,96,Bunting S.,Price G.
3,3-4,VERLORENER ANWURF Away,181,305,140,0,Bunting S.,Price G.
4,3-4,VERLORENER ANWURF Away,181,207,0,98,Bunting S.,Price G.
5,3-4,VERLORENER ANWURF Away,84,207,97,0,Bunting S.,Price G.
6,3-4,VERLORENER ANWURF Away,84,136,0,71,Bunting S.,Price G.
7,3-4,VERLORENER ANWURF Away,25,136,59,0,Bunting S.,Price G.
8,3-4,VERLORENER ANWURF Away,25,80,0,56,Bunting S.,Price G.
0,4-4,,401,501,100,0,Bunting S.,Price G.
1,4-4,,401,401,0,100,Bunting S.,Price G.
2,4-4,,221,401,180,0,Bunting S.,Price G.
3,4-4,,221,221,0,180,Bunting S.,Price G.
4,4-4,,164,221,57,0,Bunting S.,Price G.
5,4-4,,164,81,0,140,Bunting S.,Price G.
0,4-5,,501,361,0,140,Bunting S.,Price G.
1,4-5,,441,361,60,0,Bunting S.,Price G.
2,4-5,,441,231,0,130,Bunting S.,Price G.
3,4-5,,384,231,57,0,Bunting S.,Price G.
4,4-5,,384,135,0,96,Bunting S.,Price G.
5,4-5,,244,135,140,0,Bunting S.,Price G.
6,4-5,,244,40,0,95,Bunting S.,Price G.
7,4-5,,186,40,58,0,Bunting S.,Price G.
0,5-5,,418,501,83,0,Bunting S.,Price G.
1,5-5,,418,416,0,85,Bunting S.,Price G.
2,5-5,,318,416,100,0,Bunting S.,Price G.
3,5-5,,318,311,0,105,Bunting S.,Price G.
4,5-5,,233,311,85,0,Bunting S.,Price G.
5,5-5,,233,172,0,139,Bunting S.,Price G.
6,5-5,,170,172,63,0,Bunting S.,Price G.
7,5-5,,170,108,0,64,Bunting S.,Price G.
8,5-5,,36,108,134,0,Bunting S.,Price G.
9,5-5,,36,57,0,51,Bunting S.,Price G.
0,5-6,,501,416,0,85,Bunting S.,Price G.
1,5-6,,361,416,140,0,Bunting S.,Price G.
2,5-6,,361,357,0,59,Bunting S.,Price G.
3,5-6,,221,357,140,0,Bunting S.,Price G.
4,5-6,,221,177,0,180,Bunting S.,Price G.
5,5-6,,164,177,57,0,Bunting S.,Price G.
6,5-6,,164,80,0,97,Bunting S.,Price G.
7,5-6,,120,80,44,0,Bunting S.,Price G.
0,5-7,VERLORENER ANWURF Home,401,501,100,0,Bunting S.,Price G.
1,5-7,VERLORENER ANWURF Home,401,441,0,60,Bunting S.,Price G.
2,5-7,VERLORENER ANWURF Home,261,441,140,0,Bunting S.,Price G.
3,5-7,VERLORENER ANWURF Home,261,346,0,95,Bunting S.,Price G.
4,5-7,VERLORENER ANWURF Home,121,346,140,0,Bunting S.,Price G.
5,5-7,VERLORENER ANWURF Home,121,250,0,96,Bunting S.,Price G.
6,5-7,VERLORENER ANWURF Home,70,250,51,0,Bunting S.,Price G.
7,5-7,VERLORENER ANWURF Home,70,155,0,95,Bunting S.,Price G.
8,5-7,VERLORENER ANWURF Home,8,155,62,0,Bunting S.,Price G.
9,5-7,VERLORENER ANWURF Home,8,60,0,95,Bunting S.,Price G.
10,5-7,VERLORENER ANWURF Home,8,60,0,0,Bunting S.,Price G.
0,1-0,VERLORENER ANWURF Away,501,443,0,58,Schindler M.,Dobey C.
1,1-0,VERLORENER ANWURF Away,444,443,57,0,Schindler M.,Dobey C.
2,1-0,VERLORENER ANWURF Away,444,309,0,134,Schindler M.,Dobey C.
3,1-0,VERLORENER ANWURF Away,390,309,54,0,Schindler M.,Dobey C.
4,1-0,VERLORENER ANWURF Away,390,252,0,57,Schindler M.,Dobey C.
5,1-0,VERLORENER ANWURF Away,210,252,180,0,Schindler M.,Dobey C.
6,1-0,VERLORENER ANWURF Away,210,112,0,140,Schindler M.,Dobey C.
7,1-0,VERLORENER ANWURF Away,110,112,100,0,Schindler M.,Dobey C.
8,1-0,VERLORENER ANWURF Away,110,32,0,80,Schindler M.,Dobey C.
9,1-0,VERLORENER ANWURF Away,52,32,58,0,Schindler M.,Dobey C.
10,1-0,VERLORENER ANWURF Away,52,16,0,16,Schindler M.,Dobey C.
0,2-0,,376,501,125,0,Schindler M.,Dobey C.
1,2-0,,376,441,0,60,Schindler M.,Dobey C.
2,2-0,,295,441,81,0,Schindler M.,Dobey C.
3,2-0,,295,384,0,57,Schindler M.,Dobey C.
4,2-0,,155,384,140,0,Schindler M.,Dobey C.
5,2-0,,155,288,0,96,Schindler M.,Dobey C.
6,2-0,,75,288,80,0,Schindler M.,Dobey C.
7,2-0,,75,230,0,58,Schindler M.,Dobey C.
0,3-0,VERLORENER ANWURF Away,501,442,0,59,Schindler M.,Dobey C.
1,3-0,VERLORENER ANWURF Away,361,442,140,0,Schindler M.,Dobey C.
2,3-0,VERLORENER ANWURF Away,361,342,0,100,Schindler M.,Dobey C.
3,3-0,VERLORENER ANWURF Away,221,342,140,0,Schindler M.,Dobey C.
4,3-0,VERLORENER ANWURF Away,221,261,0,81,Schindler M.,Dobey C.
5,3-0,VERLORENER ANWURF Away,81,261,140,0,Schindler M.,Dobey C.
6,3-0,VERLORENER ANWURF Away,81,204,0,57,Schindler M.,Dobey C.
7,3-0,VERLORENER ANWURF Away,32,204,49,0,Schindler M.,Dobey C.
8,3-0,VERLORENER ANWURF Away,32,70,0,134,Schindler M.,Dobey C.
0,4-0,,408,501,93,0,Schindler M.,Dobey C.
1,4-0,,408,401,0,100,Schindler M.,Dobey C.
2,4-0,,268,401,140,0,Schindler M.,Dobey C.
3,4-0,,268,344,0,57,Schindler M.,Dobey C.
4,4-0,,170,344,98,0,Schindler M.,Dobey C.
5,4-0,,170,248,0,96,Schindler M.,Dobey C.
6,4-0,,45,248,125,0,Schindler M.,Dobey C.
7,4-0,,45,191,0,57,Schindler M.,Dobey C.
0,5-0,VERLORENER ANWURF Away,501,361,0,140,Schindler M.,Dobey C.
1,5-0,VERLORENER ANWURF Away,443,361,58,0,Schindler M.,Dobey C.
2,5-0,VERLORENER ANWURF Away,443,221,0,140,Schindler M.,Dobey C.
3,5-0,VERLORENER ANWURF Away,343,221,100,0,Schindler M.,Dobey C.
4,5-0,VERLORENER ANWURF Away,343,164,0,57,Schindler M.,Dobey C.
5,5-0,VERLORENER ANWURF Away,206,164,137,0,Schindler M.,Dobey C.
6,5-0,VERLORENER ANWURF Away,206,107,0,57,Schindler M.,Dobey C.
7,5-0,VERLORENER ANWURF Away,110,107,96,0,Schindler M.,Dobey C.
8,5-0,VERLORENER ANWURF Away,110,16,0,91,Schindler M.,Dobey C.
9,5-0,VERLORENER ANWURF Away,18,16,92,0,Schindler M.,Dobey C.
10,5-0,VERLORENER ANWURF Away,18,16,0,0,Schindler M.,Dobey C.
0,5-1,VERLORENER ANWURF Home,364,501,137,0,Schindler M.,Dobey C.
1,5-1,VERLORENER ANWURF Home,364,321,0,180,Schindler M.,Dobey C.
2,5-1,VERLORENER ANWURF Home,264,321,100,0,Schindler M.,Dobey C.
3,5-1,VERLORENER ANWURF Home,264,187,0,134,Schindler M.,Dobey C.
4,5-1,VERLORENER ANWURF Home,124,187,140,0,Schindler M.,Dobey C.
5,5-1,VERLORENER ANWURF Home,124,47,0,140,Schindler M.,Dobey C.
6,5-1,VERLORENER ANWURF Home,25,47,99,0,Schindler M.,Dobey C.
7,5-1,VERLORENER ANWURF Home,25,8,0,39,Schindler M.,Dobey C.
8,5-1,VERLORENER ANWURF Home,20,8,5,0,Schindler M.,Dobey C.
0,5-2,,501,361,0,140,Schindler M.,Dobey C.
1,5-2,,401,361,100,0,Schindler M.,Dobey C.
2,5-2,,401,221,0,140,Schindler M.,Dobey C.
3,5-2,,264,221,137,0,Schindler M.,Dobey C.
4,5-2,,264,164,0,57,Schindler M.,Dobey C.
5,5-2,,204,164,60,0,Schindler M.,Dobey C.
6,5-2,,204,32,0,132,Schindler M.,Dobey C.
7,5-2,,111,32,93,0,Schindler M.,Dobey C.
8,5-2,,111,16,0,16,Schindler M.,Dobey C.
9,5-2,,32,16,79,0,Schindler M.,Dobey C.
0,6-2,,441,501,60,0,Schindler M.,Dobey C.
1,6-2,,441,361,0,140,Schindler M.,Dobey C.
2,6-2,,344,361,97,0,Schindler M.,Dobey C.
3,6-2,,344,304,0,57,Schindler M.,Dobey C.
4,6-2,,259,304,85,0,Schindler M.,Dobey C.
5,6-2,,259,246,0,58,Schindler M.,Dobey C.
6,6-2,,122,246,137,0,Schindler M.,Dobey C.
7,6-2,,122,186,0,60,Schindler M.,Dobey C.
8,6-2,,40,186,82,0,Schindler M.,Dobey C.
9,6-2,,40,90,0,96,Schindler M.,Dobey C.
0,6-3,,501,446,0,55,Schindler M.,Dobey C.
1,6-3,,361,446,140,0,Schindler M.,Dobey C.
2,6-3,,361,306,0,140,Schindler M.,Dobey C.
3,6-3,,317,306,44,0,Schindler M.,Dobey C.
4,6-3,,317,210,0,96,Schindler M.,Dobey C.
5,6-3,,217,210,100,0,Schindler M.,Dobey C.
6,6-3,,217,40,0,170,Schindler M.,Dobey C.
7,6-3,,37,40,180,0,Schindler M.,Dobey C.
8,6-3,,37,20,0,20,Schindler M.,Dobey C.
9,6-3,,32,20,5,0,Schindler M.,Dobey C.
0,7-3,,361,501,140,0,Schindler M.,Dobey C.
1,7-3,,361,361,0,140,Schindler M.,Dobey C.
2,7-3,,181,361,180,0,Schindler M.,Dobey C.
3,7-3,,181,264,0,97,Schindler M.,Dobey C.
4,7-3,,84,264,97,0,Schindler M.,Dobey C.
5,7-3,,84,164,0,100,Schindler M.,Dobey C.
0,0-1,,501,321,0,180,Price G.,Smith R.
1,0-1,,401,321,100,0,Price G.,Smith R.
2,0-1,,401,181,0,140,Price G.,Smith R.
3,0-1,,346,181,55,0,Price G.,Smith R.
4,0-1,,346,122,0,59,Price G.,Smith R.
5,0-1,,166,122,180,0,Price G.,Smith R.
0,0-2,VERLORENER ANWURF Home,401,501,100,0,Price G.,Smith R.
1,0-2,VERLORENER ANWURF Home,401,321,0,180,Price G.,Smith R.
2,0-2,VERLORENER ANWURF Home,346,321,55,0,Price G.,Smith R.
3,0-2,VERLORENER ANWURF Home,346,264,0,57,Price G.,Smith R.
4,0-2,VERLORENER ANWURF Home,206,264,140,0,Price G.,Smith R.
5,0-2,VERLORENER ANWURF Home,206,141,0,123,Price G.,Smith R.
6,0-2,VERLORENER ANWURF Home,121,141,85,0,Price G.,Smith R.
7,0-2,VERLORENER ANWURF Home,121,24,0,117,Price G.,Smith R.
