Rank,Player,Country,Stat,Stat Category,Year
115,Siik Hwang Wong,MLY,63.82,Averages,2020
116,David Gomes,POR,62.29,Averages,2020
117,Harith Lim,SNG,62.15,Averages,2020
118,Arngrimur Olafsson,ISL,61.76,Averages,2020
119,Bahrain,,61.13,Averages,2020
120,Duda Durra,BHR,59.38,Averages,2020
101,Justin Hewitt,GIB,72.23,Averages,2021
102,Malaysia,,72.03,Averages,2021
103,Singapore,,71.64,Averages,2021
104,Christian Perez,PHI,70.70,Averages,2021
105,Gabor Jagicza,HUN,70.67,Averages,2021
106,Norman Madhoo,GUY,69.63,Averages,2021
107,Jules Van Dongen,USA,68.50,Averages,2021
108,Guyana,,68.31,Averages,2021
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2021
110,Sudesh Fitzgerald,GUY,67.19,Averages,2021
111,Claus Bendix Nielsen,DEN,66.74,Averages,2021
112,Liu Chengan,CHN,66.54,Averages,2021
113,Basem Mahmood,BHR,65.98,Averages,2021
114,Iceland,,64.38,Averages,2021
115,Siik Hwang Wong,MLY,63.82,Averages,2021
116,David Gomes,POR,62.29,Averages,2021
117,Harith Lim,SNG,62.15,Averages,2021
118,Arngrimur Olafsson,ISL,61.76,Averages,2021
119,Bahrain,,61.13,Averages,2021
120,Duda Durra,BHR,59.38,Averages,2021
101,Justin Hewitt,GIB,72.23,Averages,2021
102,Malaysia,,72.03,Averages,2021
103,Singapore,,71.64,Averages,2021
104,Christian Perez,PHI,70.70,Averages,2021
105,Gabor Jagicza,HUN,70.67,Averages,2021
106,Norman Madhoo,GUY,69.63,Averages,2021
107,Jules Van Dongen,USA,68.50,Averages,2021
108,Guyana,,68.31,Averages,2021
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2021
110,Sudesh Fitzgerald,GUY,67.19,Averages,2021
111,Claus Bendix Nielsen,DEN,66.74,Averages,2021
112,Liu Chengan,CHN,66.54,Averages,2021
113,Basem Mahmood,BHR,65.98,Averages,2021
114,Iceland,,64.38,Averages,2021
115,Siik Hwang Wong,MLY,63.82,Averages,2021
116,David Gomes,POR,62.29,Averages,2021
117,Harith Lim,SNG,62.15,Averages,2021
118,Arngrimur Olafsson,ISL,61.76,Averages,2021
119,Bahrain,,61.13,Averages,2021
120,Duda Durra,BHR,59.38,Averages,2021
101,Justin Hewitt,GIB,72.23,Averages,2021
102,Malaysia,,72.03,Averages,2021
103,Singapore,,71.64,Averages,2021
104,Christian Perez,PHI,70.70,Averages,2021
105,Gabor Jagicza,HUN,70.67,Averages,2021
106,Norman Madhoo,GUY,69.63,Averages,2021
107,Jules Van Dongen,USA,68.50,Averages,2021
108,Guyana,,68.31,Averages,2021
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2021
110,Sudesh Fitzgerald,GUY,67.19,Averages,2021
111,Claus Bendix Nielsen,DEN,66.74,Averages,2021
112,Liu Chengan,CHN,66.54,Averages,2021
113,Basem Mahmood,BHR,65.98,Averages,2021
114,Iceland,,64.38,Averages,2021
115,Siik Hwang Wong,MLY,63.82,Averages,2021
116,David Gomes,POR,62.29,Averages,2021
117,Harith Lim,SNG,62.15,Averages,2021
118,Arngrimur Olafsson,ISL,61.76,Averages,2021
119,Bahrain,,61.13,Averages,2021
120,Duda Durra,BHR,59.38,Averages,2021
101,Justin Hewitt,GIB,72.23,Averages,2022
102,Malaysia,,72.03,Averages,2022
103,Singapore,,71.64,Averages,2022
104,Christian Perez,PHI,70.70,Averages,2022
105,Gabor Jagicza,HUN,70.67,Averages,2022
106,Norman Madhoo,GUY,69.63,Averages,2022
107,Jules Van Dongen,USA,68.50,Averages,2022
108,Guyana,,68.31,Averages,2022
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2022
110,Sudesh Fitzgerald,GUY,67.19,Averages,2022
111,Claus Bendix Nielsen,DEN,66.74,Averages,2022
112,Liu Chengan,CHN,66.54,Averages,2022
113,Basem Mahmood,BHR,65.98,Averages,2022
114,Iceland,,64.38,Averages,2022
115,Siik Hwang Wong,MLY,63.82,Averages,2022
116,David Gomes,POR,62.29,Averages,2022
117,Harith Lim,SNG,62.15,Averages,2022
118,Arngrimur Olafsson,ISL,61.76,Averages,2022
119,Bahrain,,61.13,Averages,2022
120,Duda Durra,BHR,59.38,Averages,2022
101,Justin Hewitt,GIB,72.23,Averages,2022
102,Malaysia,,72.03,Averages,2022
103,Singapore,,71.64,Averages,2022
104,Christian Perez,PHI,70.70,Averages,2022
105,Gabor Jagicza,HUN,70.67,Averages,2022
106,Norman Madhoo,GUY,69.63,Averages,2022
107,Jules Van Dongen,USA,68.50,Averages,2022
108,Guyana,,68.31,Averages,2022
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2022
110,Sudesh Fitzgerald,GUY,67.19,Averages,2022
111,Claus Bendix Nielsen,DEN,66.74,Averages,2022
112,Liu Chengan,CHN,66.54,Averages,2022
113,Basem Mahmood,BHR,65.98,Averages,2022
114,Iceland,,64.38,Averages,2022
115,Siik Hwang Wong,MLY,63.82,Averages,2022
116,David Gomes,POR,62.29,Averages,2022
117,Harith Lim,SNG,62.15,Averages,2022
118,Arngrimur Olafsson,ISL,61.76,Averages,2022
119,Bahrain,,61.13,Averages,2022
120,Duda Durra,BHR,59.38,Averages,2022
101,Justin Hewitt,GIB,72.23,Averages,2022
102,Malaysia,,72.03,Averages,2022
103,Singapore,,71.64,Averages,2022
104,Christian Perez,PHI,70.70,Averages,2022
105,Gabor Jagicza,HUN,70.67,Averages,2022
106,Norman Madhoo,GUY,69.63,Averages,2022
107,Jules Van Dongen,USA,68.50,Averages,2022
108,Guyana,,68.31,Averages,2022
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2022
110,Sudesh Fitzgerald,GUY,67.19,Averages,2022
111,Claus Bendix Nielsen,DEN,66.74,Averages,2022
112,Liu Chengan,CHN,66.54,Averages,2022
113,Basem Mahmood,BHR,65.98,Averages,2022
114,Iceland,,64.38,Averages,2022
115,Siik Hwang Wong,MLY,63.82,Averages,2022
116,David Gomes,POR,62.29,Averages,2022
117,Harith Lim,SNG,62.15,Averages,2022
118,Arngrimur Olafsson,ISL,61.76,Averages,2022
119,Bahrain,,61.13,Averages,2022
120,Duda Durra,BHR,59.38,Averages,2022
101,Justin Hewitt,GIB,72.23,Averages,2023
102,Malaysia,,72.03,Averages,2023
103,Singapore,,71.64,Averages,2023
104,Christian Perez,PHI,70.70,Averages,2023
105,Gabor Jagicza,HUN,70.67,Averages,2023
106,Norman Madhoo,GUY,69.63,Averages,2023
107,Jules Van Dongen,USA,68.50,Averages,2023
108,Guyana,,68.31,Averages,2023
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2023
110,Sudesh Fitzgerald,GUY,67.19,Averages,2023
111,Claus Bendix Nielsen,DEN,66.74,Averages,2023
112,Liu Chengan,CHN,66.54,Averages,2023
113,Basem Mahmood,BHR,65.98,Averages,2023
114,Iceland,,64.38,Averages,2023
115,Siik Hwang Wong,MLY,63.82,Averages,2023
116,David Gomes,POR,62.29,Averages,2023
117,Harith Lim,SNG,62.15,Averages,2023
118,Arngrimur Olafsson,ISL,61.76,Averages,2023
119,Bahrain,,61.13,Averages,2023
120,Duda Durra,BHR,59.38,Averages,2023
101,Justin Hewitt,GIB,72.23,Averages,2023
102,Malaysia,,72.03,Averages,2023
103,Singapore,,71.64,Averages,2023
104,Christian Perez,PHI,70.70,Averages,2023
105,Gabor Jagicza,HUN,70.67,Averages,2023
106,Norman Madhoo,GUY,69.63,Averages,2023
107,Jules Van Dongen,USA,68.50,Averages,2023
108,Guyana,,68.31,Averages,2023
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2023
110,Sudesh Fitzgerald,GUY,67.19,Averages,2023
111,Claus Bendix Nielsen,DEN,66.74,Averages,2023
112,Liu Chengan,CHN,66.54,Averages,2023
113,Basem Mahmood,BHR,65.98,Averages,2023
114,Iceland,,64.38,Averages,2023
115,Siik Hwang Wong,MLY,63.82,Averages,2023
116,David Gomes,POR,62.29,Averages,2023
117,Harith Lim,SNG,62.15,Averages,2023
118,Arngrimur Olafsson,ISL,61.76,Averages,2023
119,Bahrain,,61.13,Averages,2023
120,Duda Durra,BHR,59.38,Averages,2023
101,Justin Hewitt,GIB,72.23,Averages,2023
102,Malaysia,,72.03,Averages,2023
103,Singapore,,71.64,Averages,2023
104,Christian Perez,PHI,70.70,Averages,2023
105,Gabor Jagicza,HUN,70.67,Averages,2023
106,Norman Madhoo,GUY,69.63,Averages,2023
107,Jules Van Dongen,USA,68.50,Averages,2023
108,Guyana,,68.31,Averages,2023
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2023
110,Sudesh Fitzgerald,GUY,67.19,Averages,2023
111,Claus Bendix Nielsen,DEN,66.74,Averages,2023
112,Liu Chengan,CHN,66.54,Averages,2023
113,Basem Mahmood,BHR,65.98,Averages,2023
114,Iceland,,64.38,Averages,2023
115,Siik Hwang Wong,MLY,63.82,Averages,2023
116,David Gomes,POR,62.29,Averages,2023
117,Harith Lim,SNG,62.15,Averages,2023
118,Arngrimur Olafsson,ISL,61.76,Averages,2023
119,Bahrain,,61.13,Averages,2023
120,Duda Durra,BHR,59.38,Averages,2023
101,Justin Hewitt,GIB,72.23,Averages,2024
102,Malaysia,,72.03,Averages,2024
103,Singapore,,71.64,Averages,2024
104,Christian Perez,PHI,70.70,Averages,2024
105,Gabor Jagicza,HUN,70.67,Averages,2024
106,Norman Madhoo,GUY,69.63,Averages,2024
107,Jules Van Dongen,USA,68.50,Averages,2024
108,Guyana,,68.31,Averages,2024
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2024
110,Sudesh Fitzgerald,GUY,67.19,Averages,2024
111,Claus Bendix Nielsen,DEN,66.74,Averages,2024
112,Liu Chengan,CHN,66.54,Averages,2024
113,Basem Mahmood,BHR,65.98,Averages,2024
114,Iceland,,64.38,Averages,2024
115,Siik Hwang Wong,MLY,63.82,Averages,2024
116,David Gomes,POR,62.29,Averages,2024
117,Harith Lim,SNG,62.15,Averages,2024
118,Arngrimur Olafsson,ISL,61.76,Averages,2024
119,Bahrain,,61.13,Averages,2024
120,Duda Durra,BHR,59.38,Averages,2024
101,Justin Hewitt,GIB,72.23,Averages,2024
102,Malaysia,,72.03,Averages,2024
103,Singapore,,71.64,Averages,2024
104,Christian Perez,PHI,70.70,Averages,2024
105,Gabor Jagicza,HUN,70.67,Averages,2024
106,Norman Madhoo,GUY,69.63,Averages,2024
107,Jules Van Dongen,USA,68.50,Averages,2024
108,Guyana,,68.31,Averages,2024
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2024
110,Sudesh Fitzgerald,GUY,67.19,Averages,2024
111,Claus Bendix Nielsen,DEN,66.74,Averages,2024
112,Liu Chengan,CHN,66.54,Averages,2024
113,Basem Mahmood,BHR,65.98,Averages,2024
114,Iceland,,64.38,Averages,2024
115,Siik Hwang Wong,MLY,63.82,Averages,2024
116,David Gomes,POR,62.29,Averages,2024
117,Harith Lim,SNG,62.15,Averages,2024
118,Arngrimur Olafsson,ISL,61.76,Averages,2024
119,Bahrain,,61.13,Averages,2024
120,Duda Durra,BHR,59.38,Averages,2024
101,Justin Hewitt,GIB,72.23,Averages,2024
102,Malaysia,,72.03,Averages,2024
103,Singapore,,71.64,Averages,2024
104,Christian Perez,PHI,70.70,Averages,2024
105,Gabor Jagicza,HUN,70.67,Averages,2024
106,Norman Madhoo,GUY,69.63,Averages,2024
107,Jules Van Dongen,USA,68.50,Averages,2024
108,Guyana,,68.31,Averages,2024
109,Petur Rudrik Gudmundsson,ISL,67.39,Averages,2024
110,Sudesh Fitzgerald,GUY,67.19,Averages,2024
111,Claus Bendix Nielsen,DEN,66.74,Averages,2024
112,Liu Chengan,CHN,66.54,Averages,2024
113,Basem Mahmood,BHR,65.98,Averages,2024
114,Iceland,,64.38,Averages,2024
115,Siik Hwang Wong,MLY,63.82,Averages,2024
116,David Gomes,POR,62.29,Averages,2024
117,Harith Lim,SNG,62.15,Averages,2024
118,Arngrimur Olafsson,ISL,61.76,Averages,2024
119,Bahrain,,61.13,Averages,2024
120,Duda Durra,BHR,59.38,Averages,2024
