,Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away,Prev Leg Value,Home Score,Away Score,Prev Home Score,Prev Away Score,Leg Winner,First
0,0,0-1,,501,441,0,60,Littler L.,Smith M.,0-0,0,1,0,0,Away,True
1,1,0-1,,361,441,140,0,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
2,2,0-1,,361,383,0,58,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
3,3,0-1,,264,383,97,0,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
4,4,0-1,,264,243,0,140,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
5,5,0-1,,204,243,60,0,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
6,6,0-1,,204,103,0,140,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
7,7,0-1,,66,103,138,0,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
8,8,0-1,,66,20,0,83,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
9,9,0-1,,12,20,54,0,Littler L.,Smith M.,0-0,0,1,0,0,Away,False
10,0,1-1,,321,501,180,0,Littler L.,Smith M.,0-1,1,1,0,1,Home,True
11,1,1-1,,321,441,0,60,Littler L.,Smith M.,0-1,1,1,0,1,Home,False
12,2,1-1,,181,441,140,0,Littler L.,Smith M.,0-1,1,1,0,1,Home,False
13,3,1-1,,181,261,0,180,Littler L.,Smith M.,0-1,1,1,0,1,Home,False
14,4,1-1,,87,261,94,0,Littler L.,Smith M.,0-1,1,1,0,1,Home,False
15,5,1-1,,87,81,0,180,Littler L.,Smith M.,0-1,1,1,0,1,Home,False
16,6,1-1,,7,81,80,0,Littler L.,Smith M.,0-1,1,1,0,1,Home,False
17,7,1-1,,7,12,0,69,Littler L.,Smith M.,0-1,1,1,0,1,Home,False
18,0,1-2,,501,401,0,100,Littler L.,Smith M.,1-1,1,2,1,1,Away,True
19,1,1-2,,361,401,140,0,Littler L.,Smith M.,1-1,1,2,1,1,Away,False
20,2,1-2,,361,301,0,100,Littler L.,Smith M.,1-1,1,2,1,1,Away,False
21,3,1-2,,301,301,60,0,Littler L.,Smith M.,1-1,1,2,1,1,Away,False
22,4,1-2,,301,121,0,180,Littler L.,Smith M.,1-1,1,2,1,1,Away,False
23,5,1-2,,121,121,180,0,Littler L.,Smith M.,1-1,1,2,1,1,Away,False
24,6,1-2,,121,59,0,62,Littler L.,Smith M.,1-1,1,2,1,1,Away,False
25,7,1-2,,25,59,96,0,Littler L.,Smith M.,1-1,1,2,1,1,Away,False
26,8,1-2,,25,10,0,49,Littler L.,Smith M.,0-1,1,2,0,1,Home,False
27,9,1-2,,5,10,20,0,Littler L.,Smith M.,0-1,1,2,0,1,Home,False
28,0,2-2,,442,501,59,0,Littler L.,Smith M.,1-2,2,2,1,2,Home,True
29,1,2-2,,442,438,0,63,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
30,2,2-2,,398,438,44,0,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
31,3,2-2,,398,304,0,134,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
32,4,2-2,,258,304,140,0,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
33,5,2-2,,258,247,0,57,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
34,6,2-2,,198,247,60,0,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
35,7,2-2,,198,107,0,140,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
36,8,2-2,,140,107,58,0,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
37,9,2-2,,140,52,0,55,Littler L.,Smith M.,1-2,2,2,1,2,Home,False
38,0,3-2,VERLORENER ANWURF Away,501,421,0,80,Littler L.,Smith M.,2-2,3,2,2,2,Home,True
39,1,3-2,VERLORENER ANWURF Away,361,421,140,0,Littler L.,Smith M.,2-2,3,2,2,2,Home,False
40,2,3-2,VERLORENER ANWURF Away,361,321,0,100,Littler L.,Smith M.,2-2,3,2,2,2,Home,False
41,3,3-2,VERLORENER ANWURF Away,261,321,100,0,Littler L.,Smith M.,2-2,3,2,2,2,Home,False
42,4,3-2,VERLORENER ANWURF Away,261,221,0,100,Littler L.,Smith M.,2-2,3,2,2,2,Home,False
43,5,3-2,VERLORENER ANWURF Away,130,221,131,0,Littler L.,Smith M.,2-2,3,2,2,2,Home,False
44,6,3-2,VERLORENER ANWURF Away,130,140,0,81,Littler L.,Smith M.,2-2,3,2,2,2,Home,False
45,0,3-3,VERLORENER ANWURF Home,361,501,140,0,Littler L.,Smith M.,3-2,3,3,3,2,Away,True
46,1,3-3,VERLORENER ANWURF Home,361,321,0,180,Littler L.,Smith M.,3-2,3,3,3,2,Away,False
47,2,3-3,VERLORENER ANWURF Home,279,321,82,0,Littler L.,Smith M.,3-2,3,3,3,2,Away,False
48,3,3-3,VERLORENER ANWURF Home,279,221,0,100,Littler L.,Smith M.,3-2,3,3,3,2,Away,False
49,4,3-3,VERLORENER ANWURF Home,220,221,59,0,Littler L.,Smith M.,3-2,3,3,3,2,Away,False
50,5,3-3,VERLORENER ANWURF Home,220,87,0,134,Littler L.,Smith M.,3-2,3,3,3,2,Away,False
51,6,3-3,VERLORENER ANWURF Home,80,87,140,0,Littler L.,Smith M.,3-2,3,3,3,2,Away,False
52,0,4-3,VERLORENER ANWURF Away,501,361,0,140,Littler L.,Smith M.,3-3,4,3,3,3,Home,True
53,1,4-3,VERLORENER ANWURF Away,361,361,140,0,Littler L.,Smith M.,3-3,4,3,3,3,Home,False
54,2,4-3,VERLORENER ANWURF Away,361,334,0,27,Littler L.,Smith M.,3-3,4,3,3,3,Home,False
55,3,4-3,VERLORENER ANWURF Away,221,334,140,0,Littler L.,Smith M.,3-3,4,3,3,3,Home,False
56,4,4-3,VERLORENER ANWURF Away,221,213,0,121,Littler L.,Smith M.,3-3,4,3,3,3,Home,False
57,5,4-3,VERLORENER ANWURF Away,128,213,93,0,Littler L.,Smith M.,3-3,4,3,3,3,Home,False
58,6,4-3,VERLORENER ANWURF Away,128,113,0,100,Littler L.,Smith M.,3-3,4,3,3,3,Home,False
59,7,4-3,VERLORENER ANWURF Away,40,113,88,0,Littler L.,Smith M.,2-2,4,3,2,2,Home,False
60,8,4-3,VERLORENER ANWURF Away,40,56,0,57,Littler L.,Smith M.,2-2,4,3,2,2,Home,False
61,0,5-3,,321,501,180,0,Littler L.,Smith M.,4-3,5,3,4,3,Home,True
62,1,5-3,,321,401,0,100,Littler L.,Smith M.,4-3,5,3,4,3,Home,False
63,2,5-3,,181,401,140,0,Littler L.,Smith M.,4-3,5,3,4,3,Home,False
64,3,5-3,,181,306,0,95,Littler L.,Smith M.,4-3,5,3,4,3,Home,False
65,4,5-3,,81,306,100,0,Littler L.,Smith M.,4-3,5,3,4,3,Home,False
66,5,5-3,,81,264,0,42,Littler L.,Smith M.,4-3,5,3,4,3,Home,False
67,6,5-3,,20,264,61,0,Littler L.,Smith M.,4-3,5,3,4,3,Home,False
68,7,5-3,,20,208,0,56,Littler L.,Smith M.,4-3,5,3,4,3,Home,False
69,8,5-3,,20,208,0,0,Littler L.,Smith M.,4-3,5,3,4,3,Home,False
70,9,5-3,,20,80,0,128,Littler L.,Smith M.,2-2,5,3,2,2,Home,False
71,0,6-3,VERLORENER ANWURF Away,501,444,0,57,Littler L.,Smith M.,5-3,6,3,5,3,Home,True
72,1,6-3,VERLORENER ANWURF Away,367,444,134,0,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
73,2,6-3,VERLORENER ANWURF Away,367,384,0,60,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
74,3,6-3,VERLORENER ANWURF Away,227,384,140,0,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
75,4,6-3,VERLORENER ANWURF Away,227,343,0,41,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
76,5,6-3,VERLORENER ANWURF Away,87,343,140,0,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
77,6,6-3,VERLORENER ANWURF Away,87,243,0,100,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
78,7,6-3,VERLORENER ANWURF Away,8,243,79,0,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
79,8,6-3,VERLORENER ANWURF Away,8,143,0,100,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
80,9,6-3,VERLORENER ANWURF Away,2,143,6,0,Littler L.,Smith M.,5-3,6,3,5,3,Home,False
81,10,6-3,VERLORENER ANWURF Away,2,84,0,59,Littler L.,Smith M.,0-0,6,3,0,0,Home,False
82,0,7-3,,401,501,100,0,Littler L.,Smith M.,6-3,7,3,6,3,Home,True
83,1,7-3,,401,412,0,89,Littler L.,Smith M.,6-3,7,3,6,3,Home,False
84,2,7-3,,301,412,100,0,Littler L.,Smith M.,6-3,7,3,6,3,Home,False
85,3,7-3,,301,272,0,140,Littler L.,Smith M.,6-3,7,3,6,3,Home,False
86,4,7-3,,161,272,140,0,Littler L.,Smith M.,6-3,7,3,6,3,Home,False
87,5,7-3,,161,132,0,140,Littler L.,Smith M.,6-3,7,3,6,3,Home,False
88,6,7-3,,24,132,137,0,Littler L.,Smith M.,6-3,7,3,6,3,Home,False
89,7,7-3,,24,23,0,109,Littler L.,Smith M.,6-3,7,3,6,3,Home,False
90,0,8-3,VERLORENER ANWURF Away,501,441,0,60,Littler L.,Smith M.,7-3,8,3,7,3,Home,True
91,1,8-3,VERLORENER ANWURF Away,401,441,100,0,Littler L.,Smith M.,7-3,8,3,7,3,Home,False
92,2,8-3,VERLORENER ANWURF Away,401,362,0,79,Littler L.,Smith M.,7-3,8,3,7,3,Home,False
93,3,8-3,VERLORENER ANWURF Away,270,362,131,0,Littler L.,Smith M.,7-3,8,3,7,3,Home,False
94,4,8-3,VERLORENER ANWURF Away,270,304,0,58,Littler L.,Smith M.,7-3,8,3,7,3,Home,False
95,5,8-3,VERLORENER ANWURF Away,210,304,60,0,Littler L.,Smith M.,7-3,8,3,7,3,Home,False
96,6,8-3,VERLORENER ANWURF Away,210,221,0,83,Littler L.,Smith M.,7-3,8,3,7,3,Home,False
97,7,8-3,VERLORENER ANWURF Away,30,221,180,0,Littler L.,Smith M.,7-3,8,3,7,3,Home,False
98,8,8-3,VERLORENER ANWURF Away,30,132,0,89,Littler L.,Smith M.,6-3,8,3,6,3,Home,False
99,0,9-3,,361,501,140,0,Littler L.,Smith M.,8-3,9,3,8,3,Home,True
100,1,9-3,,361,411,0,90,Littler L.,Smith M.,8-3,9,3,8,3,Home,False
101,2,9-3,,227,411,134,0,Littler L.,Smith M.,8-3,9,3,8,3,Home,False
102,3,9-3,,227,353,0,58,Littler L.,Smith M.,8-3,9,3,8,3,Home,False
103,4,9-3,,127,353,100,0,Littler L.,Smith M.,8-3,9,3,8,3,Home,False
104,5,9-3,,127,295,0,58,Littler L.,Smith M.,8-3,9,3,8,3,Home,False
105,6,9-3,,48,295,79,0,Littler L.,Smith M.,8-3,9,3,8,3,Home,False
106,7,9-3,,48,195,0,100,Littler L.,Smith M.,8-3,9,3,8,3,Home,False
107,0,10-3,VERLORENER ANWURF Away,501,425,0,76,Littler L.,Smith M.,9-3,10,3,9,3,Home,True
108,1,10-3,VERLORENER ANWURF Away,401,425,100,0,Littler L.,Smith M.,9-3,10,3,9,3,Home,False
109,2,10-3,VERLORENER ANWURF Away,401,285,0,140,Littler L.,Smith M.,9-3,10,3,9,3,Home,False
110,3,10-3,VERLORENER ANWURF Away,308,285,93,0,Littler L.,Smith M.,9-3,10,3,9,3,Home,False
111,4,10-3,VERLORENER ANWURF Away,308,145,0,140,Littler L.,Smith M.,9-3,10,3,9,3,Home,False
112,5,10-3,VERLORENER ANWURF Away,170,145,138,0,Littler L.,Smith M.,9-3,10,3,9,3,Home,False
113,6,10-3,VERLORENER ANWURF Away,170,114,0,31,Littler L.,Smith M.,9-3,10,3,9,3,Home,False
114,7,10-3,VERLORENER ANWURF Away,65,114,105,0,Littler L.,Smith M.,9-3,10,3,9,3,Home,False
115,8,10-3,VERLORENER ANWURF Away,65,72,0,42,Littler L.,Smith M.,8-3,10,3,8,3,Home,False
116,9,10-3,VERLORENER ANWURF Away,20,72,45,0,Littler L.,Smith M.,6-3,10,3,6,3,Home,False
117,10,10-3,VERLORENER ANWURF Away,20,40,0,32,Littler L.,Smith M.,6-3,10,3,6,3,Home,False
118,0,10-4,VERLORENER ANWURF Home,321,501,180,0,Littler L.,Smith M.,10-3,10,4,10,3,Away,True
119,1,10-4,VERLORENER ANWURF Home,321,410,0,91,Littler L.,Smith M.,10-3,10,4,10,3,Away,False
120,2,10-4,VERLORENER ANWURF Home,181,410,140,0,Littler L.,Smith M.,10-3,10,4,10,3,Away,False
121,3,10-4,VERLORENER ANWURF Home,181,310,0,100,Littler L.,Smith M.,10-3,10,4,10,3,Away,False
122,4,10-4,VERLORENER ANWURF Home,84,310,97,0,Littler L.,Smith M.,10-3,10,4,10,3,Away,False
123,5,10-4,VERLORENER ANWURF Home,84,170,0,140,Littler L.,Smith M.,10-3,10,4,10,3,Away,False
124,6,10-4,VERLORENER ANWURF Home,25,170,59,0,Littler L.,Smith M.,10-3,10,4,10,3,Away,False
125,0,11-4,VERLORENER ANWURF Away,501,361,0,140,Littler L.,Smith M.,10-4,11,4,10,4,Home,True
126,1,11-4,VERLORENER ANWURF Away,416,361,85,0,Littler L.,Smith M.,10-4,11,4,10,4,Home,False
127,2,11-4,VERLORENER ANWURF Away,416,318,0,43,Littler L.,Smith M.,10-4,11,4,10,4,Home,False
128,3,11-4,VERLORENER ANWURF Away,319,318,97,0,Littler L.,Smith M.,10-4,11,4,10,4,Home,False
129,4,11-4,VERLORENER ANWURF Away,319,218,0,100,Littler L.,Smith M.,10-4,11,4,10,4,Home,False
130,5,11-4,VERLORENER ANWURF Away,139,218,180,0,Littler L.,Smith M.,10-4,11,4,10,4,Home,False
131,6,11-4,VERLORENER ANWURF Away,139,38,0,180,Littler L.,Smith M.,10-4,11,4,10,4,Home,False
132,7,11-4,VERLORENER ANWURF Away,22,38,117,0,Littler L.,Smith M.,10-3,11,4,10,3,Home,False
133,8,11-4,VERLORENER ANWURF Away,22,38,0,0,Littler L.,Smith M.,10-3,11,4,10,3,Home,False
134,0,0-1,,501,361,0,140,Wright P.,Smith M.,11-4,0,1,11,4,Draw,True
135,1,0-1,,458,361,43,0,Wright P.,Smith M.,11-4,0,1,11,4,Draw,False
136,2,0-1,,458,240,0,121,Wright P.,Smith M.,11-4,0,1,11,4,Draw,False
137,3,0-1,,358,240,100,0,Wright P.,Smith M.,11-4,0,1,11,4,Draw,False
138,4,0-1,,358,155,0,85,Wright P.,Smith M.,11-4,0,1,11,4,Draw,False
139,5,0-1,,313,155,45,0,Wright P.,Smith M.,11-4,0,1,11,4,Draw,False
140,6,0-1,,313,55,0,100,Wright P.,Smith M.,11-4,0,1,11,4,Draw,False
141,7,0-1,,270,55,43,0,Wright P.,Smith M.,11-4,0,1,11,4,Draw,False
142,0,0-2,VERLORENER ANWURF Home,401,501,100,0,Wright P.,Smith M.,0-1,0,2,0,1,Away,True
143,1,0-2,VERLORENER ANWURF Home,401,424,0,77,Wright P.,Smith M.,0-1,0,2,0,1,Away,False
144,2,0-2,VERLORENER ANWURF Home,316,424,85,0,Wright P.,Smith M.,0-1,0,2,0,1,Away,False
145,3,0-2,VERLORENER ANWURF Home,316,368,0,56,Wright P.,Smith M.,0-1,0,2,0,1,Away,False
146,4,0-2,VERLORENER ANWURF Home,256,368,60,0,Wright P.,Smith M.,0-1,0,2,0,1,Away,False
147,5,0-2,VERLORENER ANWURF Home,256,274,0,94,Wright P.,Smith M.,0-1,0,2,0,1,Away,False
148,6,0-2,VERLORENER ANWURF Home,175,274,81,0,Wright P.,Smith M.,0-1,0,2,0,1,Away,False
149,7,0-2,VERLORENER ANWURF Home,175,145,0,129,Wright P.,Smith M.,0-1,0,2,0,1,Away,False
150,8,0-2,VERLORENER ANWURF Home,132,145,43,0,Wright P.,Smith M.,11-4,0,2,11,4,Draw,False
151,9,0-2,VERLORENER ANWURF Home,132,24,0,121,Wright P.,Smith M.,10-3,0,2,10,3,Draw,False
152,10,0-2,VERLORENER ANWURF Home,48,24,84,0,Wright P.,Smith M.,10-3,0,2,10,3,Draw,False
153,0,0-3,,501,370,0,131,Wright P.,Smith M.,0-2,0,3,0,2,Away,True
154,1,0-3,,406,370,95,0,Wright P.,Smith M.,0-2,0,3,0,2,Away,False
155,2,0-3,,406,313,0,57,Wright P.,Smith M.,0-2,0,3,0,2,Away,False
156,3,0-3,,321,313,85,0,Wright P.,Smith M.,0-2,0,3,0,2,Away,False
157,4,0-3,,321,220,0,93,Wright P.,Smith M.,0-2,0,3,0,2,Away,False
158,5,0-3,,221,220,100,0,Wright P.,Smith M.,0-2,0,3,0,2,Away,False
159,6,0-3,,221,80,0,140,Wright P.,Smith M.,0-2,0,3,0,2,Away,False
160,7,0-3,,136,80,85,0,Wright P.,Smith M.,0-2,0,3,0,2,Away,False
161,0,1-3,,361,501,140,0,Wright P.,Smith M.,0-3,1,3,0,3,Home,True
162,1,1-3,,361,406,0,95,Wright P.,Smith M.,0-3,1,3,0,3,Home,False
163,2,1-3,,221,406,140,0,Wright P.,Smith M.,0-3,1,3,0,3,Home,False
164,3,1-3,,221,286,0,120,Wright P.,Smith M.,0-3,1,3,0,3,Home,False
165,4,1-3,,121,286,100,0,Wright P.,Smith M.,0-3,1,3,0,3,Home,False
166,5,1-3,,121,230,0,56,Wright P.,Smith M.,0-3,1,3,0,3,Home,False
167,6,1-3,,32,230,89,0,Wright P.,Smith M.,0-3,1,3,0,3,Home,False
168,7,1-3,,32,170,0,60,Wright P.,Smith M.,0-3,1,3,0,3,Home,False
169,0,2-3,VERLORENER ANWURF Away,501,445,0,56,Wright P.,Smith M.,1-3,2,3,1,3,Home,True
170,1,2-3,VERLORENER ANWURF Away,361,445,140,0,Wright P.,Smith M.,1-3,2,3,1,3,Home,False
171,2,2-3,VERLORENER ANWURF Away,361,345,0,100,Wright P.,Smith M.,1-3,2,3,1,3,Home,False
172,3,2-3,VERLORENER ANWURF Away,301,345,60,0,Wright P.,Smith M.,1-3,2,3,1,3,Home,False
173,4,2-3,VERLORENER ANWURF Away,301,300,0,45,Wright P.,Smith M.,1-3,2,3,1,3,Home,False
174,5,2-3,VERLORENER ANWURF Away,167,300,134,0,Wright P.,Smith M.,1-3,2,3,1,3,Home,False
175,6,2-3,VERLORENER ANWURF Away,167,240,0,60,Wright P.,Smith M.,1-3,2,3,1,3,Home,False
176,7,2-3,VERLORENER ANWURF Away,107,240,60,0,Wright P.,Smith M.,1-3,2,3,1,3,Home,False
177,8,2-3,VERLORENER ANWURF Away,107,194,0,46,Wright P.,Smith M.,0-2,2,3,0,2,Home,False
178,9,2-3,VERLORENER ANWURF Away,16,194,91,0,Wright P.,Smith M.,0-2,2,3,0,2,Home,False
179,10,2-3,VERLORENER ANWURF Away,16,54,0,140,Wright P.,Smith M.,0-2,2,3,0,2,Home,False
180,0,2-4,VERLORENER ANWURF Home,415,501,86,0,Wright P.,Smith M.,2-3,2,4,2,3,Away,True
181,1,2-4,VERLORENER ANWURF Home,415,361,0,140,Wright P.,Smith M.,2-3,2,4,2,3,Away,False
182,2,2-4,VERLORENER ANWURF Home,356,361,59,0,Wright P.,Smith M.,2-3,2,4,2,3,Away,False
183,3,2-4,VERLORENER ANWURF Home,356,304,0,57,Wright P.,Smith M.,2-3,2,4,2,3,Away,False
184,4,2-4,VERLORENER ANWURF Home,256,304,100,0,Wright P.,Smith M.,2-3,2,4,2,3,Away,False
185,5,2-4,VERLORENER ANWURF Home,256,124,0,180,Wright P.,Smith M.,2-3,2,4,2,3,Away,False
186,6,2-4,VERLORENER ANWURF Home,161,124,95,0,Wright P.,Smith M.,2-3,2,4,2,3,Away,False
187,7,2-4,VERLORENER ANWURF Home,161,58,0,66,Wright P.,Smith M.,2-3,2,4,2,3,Away,False
188,8,2-4,VERLORENER ANWURF Home,104,58,57,0,Wright P.,Smith M.,2-3,2,4,2,3,Away,False
189,0,2-5,,501,366,0,135,Wright P.,Smith M.,2-4,2,5,2,4,Away,True
190,1,2-5,,401,366,100,0,Wright P.,Smith M.,2-4,2,5,2,4,Away,False
191,2,2-5,,401,272,0,94,Wright P.,Smith M.,2-4,2,5,2,4,Away,False
192,3,2-5,,345,272,56,0,Wright P.,Smith M.,2-4,2,5,2,4,Away,False
193,4,2-5,,345,152,0,120,Wright P.,Smith M.,2-4,2,5,2,4,Away,False
194,5,2-5,,245,152,100,0,Wright P.,Smith M.,2-4,2,5,2,4,Away,False
195,0,2-6,VERLORENER ANWURF Home,321,501,180,0,Wright P.,Smith M.,2-5,2,6,2,5,Away,True
196,1,2-6,VERLORENER ANWURF Home,321,321,0,180,Wright P.,Smith M.,2-5,2,6,2,5,Away,False
197,2,2-6,VERLORENER ANWURF Home,262,321,59,0,Wright P.,Smith M.,2-5,2,6,2,5,Away,False
198,3,2-6,VERLORENER ANWURF Home,262,141,0,180,Wright P.,Smith M.,2-5,2,6,2,5,Away,False
199,4,2-6,VERLORENER ANWURF Home,126,141,136,0,Wright P.,Smith M.,2-5,2,6,2,5,Away,False
200,5,2-6,VERLORENER ANWURF Home,126,58,0,83,Wright P.,Smith M.,2-5,2,6,2,5,Away,False
201,6,2-6,VERLORENER ANWURF Home,25,58,101,0,Wright P.,Smith M.,2-4,2,6,2,4,Away,False
202,0,2-7,,501,321,0,180,Wright P.,Smith M.,2-6,2,7,2,6,Away,True
203,1,2-7,,321,321,180,0,Wright P.,Smith M.,2-6,2,7,2,6,Away,False
204,2,2-7,,321,266,0,55,Wright P.,Smith M.,2-6,2,7,2,6,Away,False
205,3,2-7,,221,266,100,0,Wright P.,Smith M.,2-6,2,7,2,6,Away,False
206,4,2-7,,221,207,0,59,Wright P.,Smith M.,2-6,2,7,2,6,Away,False
207,5,2-7,,139,207,82,0,Wright P.,Smith M.,2-6,2,7,2,6,Away,False
208,6,2-7,,139,107,0,100,Wright P.,Smith M.,2-6,2,7,2,6,Away,False
209,7,2-7,,86,107,53,0,Wright P.,Smith M.,2-4,2,7,2,4,Away,False
210,8,2-7,,86,64,0,43,Wright P.,Smith M.,2-4,2,7,2,4,Away,False
211,9,2-7,,25,64,61,0,Wright P.,Smith M.,2-3,2,7,2,3,Away,False
212,0,3-7,,418,501,83,0,Wright P.,Smith M.,2-7,3,7,2,7,Home,True
213,1,3-7,,418,421,0,80,Wright P.,Smith M.,2-7,3,7,2,7,Home,False
214,2,3-7,,358,421,60,0,Wright P.,Smith M.,2-7,3,7,2,7,Home,False
215,3,3-7,,358,326,0,95,Wright P.,Smith M.,2-7,3,7,2,7,Home,False
216,4,3-7,,218,326,140,0,Wright P.,Smith M.,2-7,3,7,2,7,Home,False
217,5,3-7,,218,241,0,85,Wright P.,Smith M.,2-7,3,7,2,7,Home,False
218,6,3-7,,124,241,94,0,Wright P.,Smith M.,2-7,3,7,2,7,Home,False
219,7,3-7,,124,107,0,134,Wright P.,Smith M.,2-7,3,7,2,7,Home,False
220,0,4-7,VERLORENER ANWURF Away,501,405,0,96,Wright P.,Smith M.,3-7,4,7,3,7,Home,True
221,1,4-7,VERLORENER ANWURF Away,321,405,180,0,Wright P.,Smith M.,3-7,4,7,3,7,Home,False
222,2,4-7,VERLORENER ANWURF Away,321,265,0,140,Wright P.,Smith M.,3-7,4,7,3,7,Home,False
223,3,4-7,VERLORENER ANWURF Away,181,265,140,0,Wright P.,Smith M.,3-7,4,7,3,7,Home,False
224,4,4-7,VERLORENER ANWURF Away,181,132,0,133,Wright P.,Smith M.,3-7,4,7,3,7,Home,False
225,5,4-7,VERLORENER ANWURF Away,116,132,65,0,Wright P.,Smith M.,3-7,4,7,3,7,Home,False
226,6,4-7,VERLORENER ANWURF Away,116,28,0,104,Wright P.,Smith M.,3-7,4,7,3,7,Home,False
227,7,4-7,VERLORENER ANWURF Away,56,28,60,0,Wright P.,Smith M.,3-7,4,7,3,7,Home,False
228,8,4-7,VERLORENER ANWURF Away,56,28,0,0,Wright P.,Smith M.,2-7,4,7,2,7,Home,False
229,0,4-8,VERLORENER ANWURF Home,361,501,140,0,Wright P.,Smith M.,4-7,4,8,4,7,Away,True
230,1,4-8,VERLORENER ANWURF Home,361,409,0,92,Wright P.,Smith M.,4-7,4,8,4,7,Away,False
231,2,4-8,VERLORENER ANWURF Home,261,409,100,0,Wright P.,Smith M.,4-7,4,8,4,7,Away,False
232,3,4-8,VERLORENER ANWURF Home,261,229,0,180,Wright P.,Smith M.,4-7,4,8,4,7,Away,False
233,4,4-8,VERLORENER ANWURF Home,121,229,140,0,Wright P.,Smith M.,4-7,4,8,4,7,Away,False
234,5,4-8,VERLORENER ANWURF Home,121,188,0,41,Wright P.,Smith M.,4-7,4,8,4,7,Away,False
235,6,4-8,VERLORENER ANWURF Home,56,188,65,0,Wright P.,Smith M.,4-7,4,8,4,7,Away,False
236,7,4-8,VERLORENER ANWURF Home,56,96,0,92,Wright P.,Smith M.,4-7,4,8,4,7,Away,False
237,8,4-8,VERLORENER ANWURF Home,20,96,36,0,Wright P.,Smith M.,4-7,4,8,4,7,Away,False
238,9,4-8,VERLORENER ANWURF Home,20,38,0,58,Wright P.,Smith M.,2-7,4,8,2,7,Home,False
239,10,4-8,VERLORENER ANWURF Home,10,38,10,0,Wright P.,Smith M.,2-3,4,8,2,3,Home,False
240,0,4-9,,501,444,0,57,Wright P.,Smith M.,4-8,4,9,4,8,Away,True
241,1,4-9,,361,444,140,0,Wright P.,Smith M.,4-8,4,9,4,8,Away,False
242,2,4-9,,361,349,0,95,Wright P.,Smith M.,4-8,4,9,4,8,Away,False
243,3,4-9,,301,349,60,0,Wright P.,Smith M.,4-8,4,9,4,8,Away,False
244,4,4-9,,301,209,0,140,Wright P.,Smith M.,4-8,4,9,4,8,Away,False
245,5,4-9,,201,209,100,0,Wright P.,Smith M.,4-8,4,9,4,8,Away,False
246,6,4-9,,201,69,0,140,Wright P.,Smith M.,4-8,4,9,4,8,Away,False
247,7,4-9,,62,69,139,0,Wright P.,Smith M.,4-8,4,9,4,8,Away,False
248,0,5-9,,401,501,100,0,Wright P.,Smith M.,4-9,5,9,4,9,Home,True
249,1,5-9,,401,361,0,140,Wright P.,Smith M.,4-9,5,9,4,9,Home,False
250,2,5-9,,301,361,100,0,Wright P.,Smith M.,4-9,5,9,4,9,Home,False
251,3,5-9,,301,261,0,100,Wright P.,Smith M.,4-9,5,9,4,9,Home,False
252,4,5-9,,161,261,140,0,Wright P.,Smith M.,4-9,5,9,4,9,Home,False
253,5,5-9,,161,204,0,57,Wright P.,Smith M.,4-9,5,9,4,9,Home,False
254,6,5-9,,31,204,130,0,Wright P.,Smith M.,4-9,5,9,4,9,Home,False
255,7,5-9,,31,160,0,44,Wright P.,Smith M.,4-9,5,9,4,9,Home,False
256,0,5-10,,501,361,0,140,Wright P.,Smith M.,5-9,5,10,5,9,Away,True
257,1,5-10,,361,361,140,0,Wright P.,Smith M.,5-9,5,10,5,9,Away,False
258,2,5-10,,361,281,0,80,Wright P.,Smith M.,5-9,5,10,5,9,Away,False
259,3,5-10,,261,281,100,0,Wright P.,Smith M.,5-9,5,10,5,9,Away,False
260,4,5-10,,261,215,0,66,Wright P.,Smith M.,5-9,5,10,5,9,Away,False
261,5,5-10,,204,215,57,0,Wright P.,Smith M.,5-9,5,10,5,9,Away,False
262,6,5-10,,204,35,0,180,Wright P.,Smith M.,5-9,5,10,5,9,Away,False
263,7,5-10,,24,35,180,0,Wright P.,Smith M.,5-9,5,10,5,9,Away,False
264,0,6-10,,321,501,180,0,Wright P.,Smith M.,5-10,6,10,5,10,Home,True
