,Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away,Prev Leg Value,Home Score,Away Score,Prev Home Score,Prev Away Score,Leg Winner,First
2215,2,3-3,,311,415,56,0,Griffin R.,Smith J.,2-3,3,3,2,3,Home,False
2216,3,3-3,,311,355,0,60,Griffin R.,Smith J.,2-3,3,3,2,3,Home,False
2217,4,3-3,,230,355,81,0,Griffin R.,Smith J.,2-3,3,3,2,3,Home,False
2218,5,3-3,,230,255,0,100,Griffin R.,Smith J.,2-3,3,3,2,3,Home,False
2219,6,3-3,,107,255,123,0,Griffin R.,Smith J.,2-3,3,3,2,3,Home,False
2220,7,3-3,,107,122,0,133,Griffin R.,Smith J.,2-3,3,3,2,3,Home,False
2221,8,3-3,,24,122,83,0,Griffin R.,Smith J.,2-3,3,3,2,3,Home,False
2222,9,3-3,,24,76,0,46,Griffin R.,Smith J.,2-3,3,3,2,3,Home,False
2223,10,3-3,,3,76,21,0,Griffin R.,Smith J.,0-1,3,3,0,1,Home,False
2224,11,3-3,,3,18,0,58,Griffin R.,Smith J.,0-1,3,3,0,1,Home,False
2225,0,3-4,,501,401,0,100,Griffin R.,Smith J.,3-3,3,4,3,3,Away,True
2226,1,3-4,,419,401,82,0,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2227,2,3-4,,419,302,0,99,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2228,3,3-4,,298,302,121,0,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2229,4,3-4,,298,168,0,134,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2230,5,3-4,,220,168,78,0,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2231,6,3-4,,220,123,0,45,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2232,7,3-4,,190,123,30,0,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2233,8,3-4,,190,16,0,107,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2234,9,3-4,,90,16,100,0,Griffin R.,Smith J.,3-3,3,4,3,3,Away,False
2235,0,4-4,,367,501,134,0,Griffin R.,Smith J.,3-4,4,4,3,4,Home,True
2236,1,4-4,,367,419,0,82,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2237,2,4-4,,280,419,87,0,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2238,3,4-4,,280,375,0,44,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2239,4,4-4,,140,375,140,0,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2240,5,4-4,,140,356,0,19,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2241,6,4-4,,97,356,43,0,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2242,7,4-4,,97,311,0,45,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2243,8,4-4,,28,311,69,0,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2244,9,4-4,,28,266,0,45,Griffin R.,Smith J.,3-4,4,4,3,4,Home,False
2245,0,4-5,,501,401,0,100,Griffin R.,Smith J.,4-4,4,5,4,4,Away,True
2246,1,4-5,,408,401,93,0,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2247,2,4-5,,408,301,0,100,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2248,3,4-5,,308,301,100,0,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2249,4,4-5,,308,260,0,41,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2250,5,4-5,,146,260,162,0,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2251,6,4-5,,146,120,0,140,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2252,7,4-5,,56,120,90,0,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2253,8,4-5,,56,60,0,60,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2254,9,4-5,,20,60,36,0,Griffin R.,Smith J.,4-4,4,5,4,4,Away,False
2255,0,4-6,VERLORENER ANWURF Home,401,501,100,0,Griffin R.,Smith J.,4-5,4,6,4,5,Away,True
2256,1,4-6,VERLORENER ANWURF Home,401,361,0,140,Griffin R.,Smith J.,4-5,4,6,4,5,Away,False
2257,2,4-6,VERLORENER ANWURF Home,356,361,45,0,Griffin R.,Smith J.,4-5,4,6,4,5,Away,False
2258,3,4-6,VERLORENER ANWURF Home,356,236,0,125,Griffin R.,Smith J.,4-5,4,6,4,5,Away,False
2259,4,4-6,VERLORENER ANWURF Home,296,236,60,0,Griffin R.,Smith J.,4-5,4,6,4,5,Away,False
2260,5,4-6,VERLORENER ANWURF Home,296,176,0,60,Griffin R.,Smith J.,4-5,4,6,4,5,Away,False
2261,6,4-6,VERLORENER ANWURF Home,156,176,140,0,Griffin R.,Smith J.,4-5,4,6,4,5,Away,False
2262,7,4-6,VERLORENER ANWURF Home,156,40,0,136,Griffin R.,Smith J.,4-5,4,6,4,5,Away,False
2263,8,4-6,VERLORENER ANWURF Home,112,40,44,0,Griffin R.,Smith J.,4-5,4,6,4,5,Away,False
2264,0,0-1,,501,401,0,100,Barry K.,Doets K.,4-6,0,1,4,6,Draw,True
2265,1,0-1,,361,401,140,0,Barry K.,Doets K.,4-6,0,1,4,6,Draw,False
2266,2,0-1,,361,261,0,140,Barry K.,Doets K.,4-6,0,1,4,6,Draw,False
2267,3,0-1,,261,261,100,0,Barry K.,Doets K.,4-6,0,1,4,6,Draw,False
2268,4,0-1,,261,81,0,180,Barry K.,Doets K.,4-6,0,1,4,6,Draw,False
2269,5,0-1,,214,81,47,0,Barry K.,Doets K.,4-6,0,1,4,6,Draw,False
2270,6,0-1,,214,40,0,41,Barry K.,Doets K.,4-6,0,1,4,6,Draw,False
2271,7,0-1,,128,40,86,0,Barry K.,Doets K.,4-6,0,1,4,6,Draw,False
2272,0,0-2,VERLORENER ANWURF Home,401,501,100,0,Barry K.,Doets K.,0-1,0,2,0,1,Away,True
2273,1,0-2,VERLORENER ANWURF Home,401,361,0,140,Barry K.,Doets K.,0-1,0,2,0,1,Away,False
2274,2,0-2,VERLORENER ANWURF Home,301,361,100,0,Barry K.,Doets K.,0-1,0,2,0,1,Away,False
2275,3,0-2,VERLORENER ANWURF Home,301,261,0,100,Barry K.,Doets K.,0-1,0,2,0,1,Away,False
2276,4,0-2,VERLORENER ANWURF Home,244,261,57,0,Barry K.,Doets K.,0-1,0,2,0,1,Away,False
2277,5,0-2,VERLORENER ANWURF Home,244,81,0,180,Barry K.,Doets K.,0-1,0,2,0,1,Away,False
2278,6,0-2,VERLORENER ANWURF Home,104,81,140,0,Barry K.,Doets K.,0-1,0,2,0,1,Away,False
2279,0,0-3,,501,401,0,100,Barry K.,Doets K.,0-2,0,3,0,2,Away,True
2280,1,0-3,,457,401,44,0,Barry K.,Doets K.,0-2,0,3,0,2,Away,False
2281,2,0-3,,457,323,0,78,Barry K.,Doets K.,0-2,0,3,0,2,Away,False
2282,3,0-3,,413,323,44,0,Barry K.,Doets K.,0-2,0,3,0,2,Away,False
2283,4,0-3,,413,226,0,97,Barry K.,Doets K.,0-2,0,3,0,2,Away,False
2284,5,0-3,,276,226,137,0,Barry K.,Doets K.,0-2,0,3,0,2,Away,False
2285,6,0-3,,276,145,0,81,Barry K.,Doets K.,0-2,0,3,0,2,Away,False
2286,7,0-3,,191,145,85,0,Barry K.,Doets K.,0-1,0,3,0,1,Away,False
2287,0,0-4,VERLORENER ANWURF Home,401,501,100,0,Barry K.,Doets K.,0-3,0,4,0,3,Away,True
2288,1,0-4,VERLORENER ANWURF Home,401,361,0,140,Barry K.,Doets K.,0-3,0,4,0,3,Away,False
2289,2,0-4,VERLORENER ANWURF Home,341,361,60,0,Barry K.,Doets K.,0-3,0,4,0,3,Away,False
2290,3,0-4,VERLORENER ANWURF Home,341,301,0,60,Barry K.,Doets K.,0-3,0,4,0,3,Away,False
2291,4,0-4,VERLORENER ANWURF Home,201,301,140,0,Barry K.,Doets K.,0-3,0,4,0,3,Away,False
2292,5,0-4,VERLORENER ANWURF Home,201,170,0,131,Barry K.,Doets K.,0-3,0,4,0,3,Away,False
2293,6,0-4,VERLORENER ANWURF Home,142,170,59,0,Barry K.,Doets K.,0-3,0,4,0,3,Away,False
2294,7,0-4,VERLORENER ANWURF Home,142,43,0,127,Barry K.,Doets K.,0-3,0,4,0,3,Away,False
2295,8,0-4,VERLORENER ANWURF Home,52,43,90,0,Barry K.,Doets K.,4-6,0,4,4,6,Draw,False
2296,9,0-4,VERLORENER ANWURF Home,52,32,0,11,Barry K.,Doets K.,4-5,0,4,4,5,Draw,False
2297,10,0-4,VERLORENER ANWURF Home,16,32,36,0,Barry K.,Doets K.,3-3,0,4,3,3,Away,False
2298,0,0-5,,501,321,0,180,Barry K.,Doets K.,0-4,0,5,0,4,Away,True
2299,1,0-5,,420,321,81,0,Barry K.,Doets K.,0-4,0,5,0,4,Away,False
2300,2,0-5,,420,226,0,95,Barry K.,Doets K.,0-4,0,5,0,4,Away,False
2301,3,0-5,,320,226,100,0,Barry K.,Doets K.,0-4,0,5,0,4,Away,False
2302,4,0-5,,320,46,0,180,Barry K.,Doets K.,0-4,0,5,0,4,Away,False
2303,5,0-5,,220,46,100,0,Barry K.,Doets K.,0-4,0,5,0,4,Away,False
2304,0,0-6,VERLORENER ANWURF Home,361,501,140,0,Barry K.,Doets K.,0-5,0,6,0,5,Away,True
2305,1,0-6,VERLORENER ANWURF Home,361,401,0,100,Barry K.,Doets K.,0-5,0,6,0,5,Away,False
2306,2,0-6,VERLORENER ANWURF Home,261,401,100,0,Barry K.,Doets K.,0-5,0,6,0,5,Away,False
2307,3,0-6,VERLORENER ANWURF Home,261,356,0,45,Barry K.,Doets K.,0-5,0,6,0,5,Away,False
2308,4,0-6,VERLORENER ANWURF Home,206,356,55,0,Barry K.,Doets K.,0-5,0,6,0,5,Away,False
2309,5,0-6,VERLORENER ANWURF Home,206,216,0,140,Barry K.,Doets K.,0-5,0,6,0,5,Away,False
2310,6,0-6,VERLORENER ANWURF Home,161,216,45,0,Barry K.,Doets K.,0-4,0,6,0,4,Away,False
2311,7,0-6,VERLORENER ANWURF Home,161,36,0,180,Barry K.,Doets K.,0-4,0,6,0,4,Away,False
2312,8,0-6,VERLORENER ANWURF Home,25,36,136,0,Barry K.,Doets K.,0-4,0,6,0,4,Away,False
2313,0,1-0,,401,501,100,0,Noppert D.,van Veen G.,0-6,1,0,0,6,Home,True
2314,1,1-0,,401,443,0,58,Noppert D.,van Veen G.,0-6,1,0,0,6,Home,False
2315,2,1-0,,261,443,140,0,Noppert D.,van Veen G.,0-6,1,0,0,6,Home,False
2316,3,1-0,,261,344,0,99,Noppert D.,van Veen G.,0-6,1,0,0,6,Home,False
2317,4,1-0,,121,344,140,0,Noppert D.,van Veen G.,0-6,1,0,0,6,Home,False
2318,5,1-0,,121,204,0,140,Noppert D.,van Veen G.,0-6,1,0,0,6,Home,False
2319,6,1-0,,40,204,81,0,Noppert D.,van Veen G.,0-6,1,0,0,6,Home,False
2320,7,1-0,,40,145,0,59,Noppert D.,van Veen G.,0-6,1,0,0,6,Home,False
2321,0,1-1,,501,361,0,140,Noppert D.,van Veen G.,1-0,1,1,1,0,Away,True
2322,1,1-1,,361,361,140,0,Noppert D.,van Veen G.,1-0,1,1,1,0,Away,False
2323,2,1-1,,361,265,0,96,Noppert D.,van Veen G.,1-0,1,1,1,0,Away,False
2324,3,1-1,,323,265,38,0,Noppert D.,van Veen G.,1-0,1,1,1,0,Away,False
2325,4,1-1,,323,170,0,95,Noppert D.,van Veen G.,1-0,1,1,1,0,Away,False
2326,5,1-1,,227,170,96,0,Noppert D.,van Veen G.,1-0,1,1,1,0,Away,False
2327,6,1-1,,227,110,0,60,Noppert D.,van Veen G.,1-0,1,1,1,0,Away,False
2328,7,1-1,,136,110,91,0,Noppert D.,van Veen G.,1-0,1,1,1,0,Away,False
2329,0,2-1,,420,501,81,0,Noppert D.,van Veen G.,1-1,2,1,1,1,Home,True
2330,1,2-1,,420,361,0,140,Noppert D.,van Veen G.,1-1,2,1,1,1,Home,False
2331,2,2-1,,324,361,96,0,Noppert D.,van Veen G.,1-1,2,1,1,1,Home,False
2332,3,2-1,,324,265,0,96,Noppert D.,van Veen G.,1-1,2,1,1,1,Home,False
2333,4,2-1,,240,265,84,0,Noppert D.,van Veen G.,1-1,2,1,1,1,Home,False
2334,5,2-1,,240,170,0,95,Noppert D.,van Veen G.,1-1,2,1,1,1,Home,False
2335,6,2-1,,199,170,41,0,Noppert D.,van Veen G.,1-1,2,1,1,1,Home,False
2336,7,2-1,,199,112,0,58,Noppert D.,van Veen G.,1-1,2,1,1,1,Home,False
2337,8,2-1,,153,112,46,0,Noppert D.,van Veen G.,0-6,2,1,0,6,Home,False
2338,9,2-1,,153,32,0,80,Noppert D.,van Veen G.,0-4,2,1,0,4,Home,False
2339,10,2-1,,36,32,117,0,Noppert D.,van Veen G.,0-4,2,1,0,4,Home,False
2340,11,2-1,,36,32,0,0,Noppert D.,van Veen G.,3-3,2,1,3,3,Draw,False
2341,0,3-1,VERLORENER ANWURF Away,501,361,0,140,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,True
2342,1,3-1,VERLORENER ANWURF Away,444,361,57,0,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2343,2,3-1,VERLORENER ANWURF Away,444,276,0,85,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2344,3,3-1,VERLORENER ANWURF Away,264,276,180,0,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2345,4,3-1,VERLORENER ANWURF Away,264,216,0,60,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2346,5,3-1,VERLORENER ANWURF Away,124,216,140,0,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2347,6,3-1,VERLORENER ANWURF Away,124,158,0,58,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2348,7,3-1,VERLORENER ANWURF Away,11,158,113,0,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2349,8,3-1,VERLORENER ANWURF Away,11,98,0,60,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2350,9,3-1,VERLORENER ANWURF Away,2,98,9,0,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2351,10,3-1,VERLORENER ANWURF Away,2,63,0,35,Noppert D.,van Veen G.,2-1,3,1,2,1,Home,False
2352,0,4-1,,418,501,83,0,Noppert D.,van Veen G.,3-1,4,1,3,1,Home,True
2353,1,4-1,,418,378,0,123,Noppert D.,van Veen G.,3-1,4,1,3,1,Home,False
2354,2,4-1,,238,378,180,0,Noppert D.,van Veen G.,3-1,4,1,3,1,Home,False
2355,3,4-1,,238,198,0,180,Noppert D.,van Veen G.,3-1,4,1,3,1,Home,False
2356,4,4-1,,98,198,140,0,Noppert D.,van Veen G.,3-1,4,1,3,1,Home,False
2357,5,4-1,,98,98,0,100,Noppert D.,van Veen G.,3-1,4,1,3,1,Home,False
2358,0,4-2,,501,361,0,140,Noppert D.,van Veen G.,4-1,4,2,4,1,Away,True
2359,1,4-2,,361,361,140,0,Noppert D.,van Veen G.,4-1,4,2,4,1,Away,False
2360,2,4-2,,361,181,0,180,Noppert D.,van Veen G.,4-1,4,2,4,1,Away,False
2361,3,4-2,,275,181,86,0,Noppert D.,van Veen G.,4-1,4,2,4,1,Away,False
2362,4,4-2,,275,81,0,100,Noppert D.,van Veen G.,4-1,4,2,4,1,Away,False
2363,5,4-2,,170,81,105,0,Noppert D.,van Veen G.,4-1,4,2,4,1,Away,False
2364,0,5-2,,401,501,100,0,Noppert D.,van Veen G.,4-2,5,2,4,2,Home,True
2365,1,5-2,,401,401,0,100,Noppert D.,van Veen G.,4-2,5,2,4,2,Home,False
2366,2,5-2,,221,401,180,0,Noppert D.,van Veen G.,4-2,5,2,4,2,Home,False
2367,3,5-2,,221,301,0,100,Noppert D.,van Veen G.,4-2,5,2,4,2,Home,False
2368,4,5-2,,142,301,79,0,Noppert D.,van Veen G.,4-2,5,2,4,2,Home,False
2369,5,5-2,,142,161,0,140,Noppert D.,van Veen G.,4-2,5,2,4,2,Home,False
2370,6,5-2,,58,161,84,0,Noppert D.,van Veen G.,3-1,5,2,3,1,Home,False
2371,7,5-2,,58,96,0,65,Noppert D.,van Veen G.,3-1,5,2,3,1,Home,False
2372,0,5-3,,501,361,0,140,Noppert D.,van Veen G.,5-2,5,3,5,2,Away,True
2373,1,5-3,,361,361,140,0,Noppert D.,van Veen G.,5-2,5,3,5,2,Away,False
2374,2,5-3,,361,264,0,97,Noppert D.,van Veen G.,5-2,5,3,5,2,Away,False
2375,3,5-3,,261,264,100,0,Noppert D.,van Veen G.,5-2,5,3,5,2,Away,False
2376,4,5-3,,261,206,0,58,Noppert D.,van Veen G.,5-2,5,3,5,2,Away,False
2377,5,5-3,,170,206,91,0,Noppert D.,van Veen G.,5-2,5,3,5,2,Away,False
2378,6,5-3,,170,66,0,140,Noppert D.,van Veen G.,5-2,5,3,5,2,Away,False
2379,7,5-3,,36,66,134,0,Noppert D.,van Veen G.,5-2,5,3,5,2,Away,False
2380,8,5-3,,36,32,0,34,Noppert D.,van Veen G.,3-1,5,3,3,1,Home,False
2381,9,5-3,,18,32,18,0,Noppert D.,van Veen G.,3-1,5,3,3,1,Home,False
2382,0,6-3,,376,501,125,0,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,True
2383,1,6-3,,376,401,0,100,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2384,2,6-3,,239,401,137,0,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2385,3,6-3,,239,301,0,100,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2386,4,6-3,,158,301,81,0,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2387,5,6-3,,158,204,0,97,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2388,6,6-3,,80,204,78,0,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2389,7,6-3,,80,64,0,140,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2390,8,6-3,,40,64,40,0,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2391,9,6-3,,40,32,0,32,Noppert D.,van Veen G.,5-3,6,3,5,3,Home,False
2392,0,1-0,VERLORENER ANWURF Away,501,457,0,44,Humphries L.,Puha H.,6-3,1,0,6,3,Draw,True
2393,1,1-0,VERLORENER ANWURF Away,361,457,140,0,Humphries L.,Puha H.,6-3,1,0,6,3,Draw,False
2394,2,1-0,VERLORENER ANWURF Away,361,397,0,60,Humphries L.,Puha H.,6-3,1,0,6,3,Draw,False
2395,3,1-0,VERLORENER ANWURF Away,261,397,100,0,Humphries L.,Puha H.,6-3,1,0,6,3,Draw,False
2396,4,1-0,VERLORENER ANWURF Away,261,297,0,100,Humphries L.,Puha H.,6-3,1,0,6,3,Draw,False
2397,5,1-0,VERLORENER ANWURF Away,81,297,180,0,Humphries L.,Puha H.,6-3,1,0,6,3,Draw,False
2398,6,1-0,VERLORENER ANWURF Away,81,117,0,180,Humphries L.,Puha H.,6-3,1,0,6,3,Draw,False
2399,0,1-1,VERLORENER ANWURF Home,402,501,99,0,Humphries L.,Puha H.,1-0,1,1,1,0,Away,True
2400,1,1-1,VERLORENER ANWURF Home,402,361,0,140,Humphries L.,Puha H.,1-0,1,1,1,0,Away,False
2401,2,1-1,VERLORENER ANWURF Home,357,361,45,0,Humphries L.,Puha H.,1-0,1,1,1,0,Away,False
2402,3,1-1,VERLORENER ANWURF Home,357,261,0,100,Humphries L.,Puha H.,1-0,1,1,1,0,Away,False
2403,4,1-1,VERLORENER ANWURF Home,257,261,100,0,Humphries L.,Puha H.,1-0,1,1,1,0,Away,False
2404,5,1-1,VERLORENER ANWURF Home,117,40,140,221,Humphries L.,Puha H.,1-0,1,1,1,0,Away,False
2405,6,1-1,VERLORENER ANWURF Home,60,40,57,0,Humphries L.,Puha H.,1-0,1,1,1,0,Away,False
2406,7,1-1,VERLORENER ANWURF Home,60,5,0,35,Humphries L.,Puha H.,6-3,1,1,6,3,Draw,False
2407,8,1-1,VERLORENER ANWURF Home,20,5,40,0,Humphries L.,Puha H.,6-3,1,1,6,3,Draw,False
2408,0,1-2,,501,401,0,100,Humphries L.,Puha H.,1-1,1,2,1,1,Away,True
2409,1,1-2,,401,401,100,0,Humphries L.,Puha H.,1-1,1,2,1,1,Away,False
2410,2,1-2,,401,318,0,83,Humphries L.,Puha H.,1-1,1,2,1,1,Away,False
2411,3,1-2,,320,318,81,0,Humphries L.,Puha H.,1-1,1,2,1,1,Away,False
2412,4,1-2,,320,138,0,180,Humphries L.,Puha H.,1-1,1,2,1,1,Away,False
2413,5,1-2,,220,138,100,0,Humphries L.,Puha H.,1-1,1,2,1,1,Away,False
2414,6,1-2,,220,52,0,86,Humphries L.,Puha H.,1-1,1,2,1,1,Away,False
2415,7,1-2,,80,52,140,0,Humphries L.,Puha H.,1-1,1,2,1,1,Away,False
2416,0,2-2,,321,501,180,0,Humphries L.,Puha H.,1-2,2,2,1,2,Home,True
2417,1,2-2,,321,401,0,100,Humphries L.,Puha H.,1-2,2,2,1,2,Home,False
2418,2,2-2,,221,401,100,0,Humphries L.,Puha H.,1-2,2,2,1,2,Home,False
2419,3,2-2,,221,331,0,70,Humphries L.,Puha H.,1-2,2,2,1,2,Home,False
2420,4,2-2,,156,331,65,0,Humphries L.,Puha H.,1-2,2,2,1,2,Home,False
2421,5,2-2,,156,286,0,45,Humphries L.,Puha H.,1-2,2,2,1,2,Home,False
2422,6,2-2,,60,286,96,0,Humphries L.,Puha H.,1-2,2,2,1,2,Home,False
2423,7,2-2,,60,228,0,58,Humphries L.,Puha H.,1-2,2,2,1,2,Home,False
2424,0,3-2,VERLORENER ANWURF Away,501,407,0,94,Humphries L.,Puha H.,2-2,3,2,2,2,Home,True
2425,1,3-2,VERLORENER ANWURF Away,361,407,140,0,Humphries L.,Puha H.,2-2,3,2,2,2,Home,False
2426,2,3-2,VERLORENER ANWURF Away,361,382,0,25,Humphries L.,Puha H.,2-2,3,2,2,2,Home,False
2427,3,3-2,VERLORENER ANWURF Away,306,382,55,0,Humphries L.,Puha H.,2-2,3,2,2,2,Home,False
2428,4,3-2,VERLORENER ANWURF Away,306,242,0,140,Humphries L.,Puha H.,2-2,3,2,2,2,Home,False
2429,5,3-2,VERLORENER ANWURF Away,210,242,96,0,Humphries L.,Puha H.,2-2,3,2,2,2,Home,False
2430,6,3-2,VERLORENER ANWURF Away,210,182,0,60,Humphries L.,Puha H.,2-2,3,2,2,2,Home,False
2431,7,3-2,VERLORENER ANWURF Away,152,182,58,0,Humphries L.,Puha H.,2-2,3,2,2,2,Home,False
2432,8,3-2,VERLORENER ANWURF Away,152,48,0,134,Humphries L.,Puha H.,1-1,3,2,1,1,Home,False
2433,9,3-2,VERLORENER ANWURF Away,32,48,120,0,Humphries L.,Puha H.,6-3,3,2,6,3,Draw,False
2434,10,3-2,VERLORENER ANWURF Away,32,25,0,23,Humphries L.,Puha H.,3-1,3,2,3,1,Away,False
2435,0,3-3,VERLORENER ANWURF Home,447,501,54,0,Humphries L.,Puha H.,3-2,3,3,3,2,Away,True
2436,1,3-3,VERLORENER ANWURF Home,447,361,0,140,Humphries L.,Puha H.,3-2,3,3,3,2,Away,False
2437,2,3-3,VERLORENER ANWURF Home,348,361,99,0,Humphries L.,Puha H.,3-2,3,3,3,2,Away,False
2438,3,3-3,VERLORENER ANWURF Home,348,227,0,134,Humphries L.,Puha H.,3-2,3,3,3,2,Away,False
2439,4,3-3,VERLORENER ANWURF Home,227,227,121,0,Humphries L.,Puha H.,3-2,3,3,3,2,Away,False
2440,5,3-3,VERLORENER ANWURF Home,227,47,0,180,Humphries L.,Puha H.,3-2,3,3,3,2,Away,False
2441,6,3-3,VERLORENER ANWURF Home,87,47,140,0,Humphries L.,Puha H.,3-2,3,3,3,2,Away,False
2442,0,4-3,VERLORENER ANWURF Away,501,407,0,94,Humphries L.,Puha H.,3-3,4,3,3,3,Home,True
2443,1,4-3,VERLORENER ANWURF Away,361,407,140,0,Humphries L.,Puha H.,3-3,4,3,3,3,Home,False
2444,2,4-3,VERLORENER ANWURF Away,361,347,0,60,Humphries L.,Puha H.,3-3,4,3,3,3,Home,False
2445,3,4-3,VERLORENER ANWURF Away,221,347,140,0,Humphries L.,Puha H.,3-3,4,3,3,3,Home,False
2446,4,4-3,VERLORENER ANWURF Away,221,251,0,96,Humphries L.,Puha H.,3-3,4,3,3,3,Home,False
2447,5,4-3,VERLORENER ANWURF Away,121,251,100,0,Humphries L.,Puha H.,3-3,4,3,3,3,Home,False
2448,6,4-3,VERLORENER ANWURF Away,121,166,0,85,Humphries L.,Puha H.,3-3,4,3,3,3,Home,False
2449,7,4-3,VERLORENER ANWURF Away,56,166,65,0,Humphries L.,Puha H.,3-2,4,3,3,2,Home,False
2450,8,4-3,VERLORENER ANWURF Away,56,70,0,96,Humphries L.,Puha H.,3-2,4,3,3,2,Home,False
2451,0,5-3,,361,501,140,0,Humphries L.,Puha H.,4-3,5,3,4,3,Home,True
2452,1,5-3,,361,367,0,134,Humphries L.,Puha H.,4-3,5,3,4,3,Home,False
2453,2,5-3,,238,367,123,0,Humphries L.,Puha H.,4-3,5,3,4,3,Home,False
2454,3,5-3,,238,342,0,25,Humphries L.,Puha H.,4-3,5,3,4,3,Home,False
2455,4,5-3,,195,342,43,0,Humphries L.,Puha H.,4-3,5,3,4,3,Home,False
2456,5,5-3,,195,262,0,80,Humphries L.,Puha H.,4-3,5,3,4,3,Home,False
2457,6,5-3,,62,262,133,0,Humphries L.,Puha H.,4-3,5,3,4,3,Home,False
2458,7,5-3,,62,164,0,98,Humphries L.,Puha H.,4-3,5,3,4,3,Home,False
2459,0,6-3,VERLORENER ANWURF Away,501,444,0,57,Humphries L.,Puha H.,5-3,6,3,5,3,Home,True
2460,1,6-3,VERLORENER ANWURF Away,321,444,180,0,Humphries L.,Puha H.,5-3,6,3,5,3,Home,False
2461,2,6-3,VERLORENER ANWURF Away,321,363,0,81,Humphries L.,Puha H.,5-3,6,3,5,3,Home,False
2462,3,6-3,VERLORENER ANWURF Away,236,363,85,0,Humphries L.,Puha H.,5-3,6,3,5,3,Home,False
2463,4,6-3,VERLORENER ANWURF Away,236,335,0,28,Humphries L.,Puha H.,5-3,6,3,5,3,Home,False
2464,5,6-3,VERLORENER ANWURF Away,96,335,140,0,Humphries L.,Puha H.,5-3,6,3,5,3,Home,False
2465,6,6-3,VERLORENER ANWURF Away,96,235,0,100,Humphries L.,Puha H.,5-3,6,3,5,3,Home,False
2466,7,6-3,VERLORENER ANWURF Away,58,235,38,0,Humphries L.,Puha H.,5-3,6,3,5,3,Home,False
2467,8,6-3,VERLORENER ANWURF Away,58,55,0,180,Humphries L.,Puha H.,4-3,6,3,4,3,Home,False
2468,0,1-0,VERLORENER ANWURF Away,501,416,0,85,van Gerwen M.,Clayton J.,6-3,1,0,6,3,Draw,True
2469,1,1-0,VERLORENER ANWURF Away,361,416,140,0,van Gerwen M.,Clayton J.,6-3,1,0,6,3,Draw,False
2470,2,1-0,VERLORENER ANWURF Away,361,321,0,95,van Gerwen M.,Clayton J.,6-3,1,0,6,3,Draw,False
2471,3,1-0,VERLORENER ANWURF Away,227,321,134,0,van Gerwen M.,Clayton J.,6-3,1,0,6,3,Draw,False
2472,4,1-0,VERLORENER ANWURF Away,227,221,0,100,van Gerwen M.,Clayton J.,6-3,1,0,6,3,Draw,False
2473,5,1-0,VERLORENER ANWURF Away,87,221,140,0,van Gerwen M.,Clayton J.,6-3,1,0,6,3,Draw,False
